serial_number;comment
22826;Виброскорость двигателя секции 10.2- М-4
22827;Виброскорость двигателя секции 13.2- М-3
22828;Виброскорость двигателя секции 2- М-6 
22829;Виброскорость двигателя секции 7.2- М-6 
22830;Виброскорость двигателя секции 11.1- М-2
22831;Виброскорость двигателя секции 13.1- М-4
22832;Виброскорость двигателя секции 13.2- М-1 
22833;Виброскорость двигателя секции 1- М-1 
22834;Виброскорость двигателя секции 3- М-4
22835;Виброскорость двигателя секции 5.1- М-2
22836;Виброскорость двигателя секции 6.2- М-4
22837;Виброскорость двигателя секции 8.1- М-2
22838;Виброскорость двигателя секции 6.1- М-1 
22840;Виброскорость двигателя секции 8.1- М-1 
22841;Виброскорость двигателя секции 8.1- М-4
22842;Виброскорость двигателя секции 8.1- М-3
22843;Виброскорость двигателя секции 11.2- М-6
22844;Виброскорость двигателя секции 9.1- М-2
22845;Виброскорость двигателя секции 7.1- М-4
22846;Виброскорость двигателя секции 4.1- М-3
22737;Виброскорость двигателя секции 5.2- М-4
22819;Виброскорость двигателя секции 10.2- М-3
35710;Расход топливного газа на БФТГ
35712;Расход топливного газа на БФТГ
1765959;Перепад давления на фильтре Ф5 (dPФ5)
2220737;Сигнализатор 2 перепада давления газа на кране №20
2220738;Сигнализатор 2 перепада давления газа на кране №7
2220739;Сигнализатор 2 перепада давления газа на кране №8
6208583;Перепад давления на фильтрах ВОУ (dPфВоу)
6208584;Перепад давления на фильтрах ВОУ (dPфВоу)
6208585;Перепад давления на фильтрах ВОУ (dPфВоу)
6211633;Давление воздуха охлаждения трансмиссии Ip010
6211636;Перепад давления на конфузоре (PDITXX1)
6211708;Перепад давления на сетке ГТД (dPзсГТД)
6211709;Разрежение воздуха перед ГТД (dPвхГТД)
001826;Давление топливного газа в БФТГ
001717;Давление топливного газа в БФТГ
002231;Перепад давления на блоках БФП
007080;Низкий уровень масла в баке расходном
0А018368;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018363;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018369;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018364;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018370;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018365;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018371;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018366;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018372;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018367;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018373;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0А018362;Сигнализатор уровня минимальный БФП №2 2/LSA-01
0620613;Датчик помпажа двигателя 
0520511;Датчик помпажа двигателя 
1765956;Перепад давления на фильтре Ф5 (dPФ5)
3544;Расход топливного газа
6208582;Датчики давления
6211707;Датчики давления
6211712;Датчики давления
017441;Давление газа 1 на трубопроводе-перемычке после крана №20
017446;Давление газа 1 на трубопроводе-перемычке до крана №20
02736;Уровень масла в баке 05-б201 текущий
02737;Уровень масла в баке 05-б201 текущий
02739;Уровень масла в баке 05-б201 текущий
2220741;Перепад давления газа на кране № 1
2220767;Перепад давления газа на кране № 1
2220768;Перепад давления газа на кране № 1
2;Температура газа 101-Т4 в выходном коллекторе АВО
385;120мм
476;80мм
146;80мм
151;Температура топливного газа в БФТГ
152;Температура топливного газа в БФТГ
153;80мм
121;Температура воздуха 1 в сбросном воздуховоде КШТ
148;Температура газа перед фильтрами (TЕ1)
149;Температура газа перед фильтрами (TЕ1)
256;температура в маслобаке текущая
258;Температура масла на выходе из двигателя 05-т203
262;Температура масла на входе в двигатель 05-т202
386;Температура масла на сливе из опорн. подшипника
475;301,199 э.4 температура на компрессоре
497;Температура на компрессоре
499;Блок ЦБК
501;Блок ЦБК
514;Блок ЦБК
511;Температура на компрессоре
3;Температура газа 101-6.2-Т на выходе АВО секции № 6.2
7;Температура масла на выходе с компрессора
8;Температура газа на выходе из компрессора
6193941;Давление топливного газа
6193960;Давление воздуха в блоке(точка1)
007081;Мин. Уровень масла в баке с расходом 05-б202
254;Температура масла в МБД
344;ФЭ сигнализатор уровня вибрационный
7178;Расход утечки через 1-ю ступеньГДУ(свободная сторона)
7177;Расход утечки через 1-ю ступеньГДУ(сторона привода)
7173;Расход утечки через 1-ю ступеньГДУ(сторона привода)
7174;Расход утечки через 1-ю ступеньГДУ(свободная сторона)
14026;температура масла в маслобаке
6191052;Давление масла на входе в СТ
225044698;Давление масла на фильтре ф-1
225045705;Давление масла на фильтре ф-1
225045706;Давление масла на фильтре ф-2
75697211244565170;Температура масла после фильтра ФК
001001;Давление топливного газа
010863;Давление масла на после теплообменника
010814;Давление масла на после теплообменника
010823;Давление масла на после теплообменника
3069630;Давление буферного газа на выходе в стойку управления
1723984;Давление утечки после 1-й ступени ГДУ(свободная сторона)
1773181;Давление масла на вход коллектора
1106795404;Давление в баке А устройство ТМП02В
1106795404;Давление в баке А устройство ТМП02В
1106785095;Давление в баке А устройство ТМП02В
24105;Перепад давления масла на фильтре 05-ф201
2768352;давление газа на входе ГПА 22
2768357;давление газа на входе ГПА 22
3546;Расход топливного газа
47397211246077588;давление масла после фильтра ФК
6211638;Перепад давлени на конфузоре
2768348;давление газа на входе ГПА 22
7171;Расход утечки через 1-ю ступеньГДУ(сторона привода)
7172;Расход утечки через 1-ю ступеньГДУ(свободная сторона)
41;Температура 101-2-Т газа на выходе АВО секции № 2
47;Температура газа 101-7.1-Т на выходе АВО секции № 7.1
48;Температура газа 101-4.1-Т на выходе АВО секции № 4.1
50;Температура газа 101-6.1-Т на выходе АВО секции № 6.1
56;Температура газа 101-1-Т на выходе АВО секции № 1
57;Температура газа 101-8.1-Т на выходе АВО секции № 8.1
60;Температура газа 101-5.1-Т на выходе АВО секции № 5.1
37;Температура газа 101-Т3 на входном коллекторе пускового контура АВО
39;Температура газа 101-11.1-Т на выходе АВО секции № 11.1
40;Температура газа 101-13.1-Т на выходе АВО секции № 13.1
42;Температура газа 101-9.1-Т на выходе АВО секции № 9.1
44;Температура газа 101-12.2-Т на выходе АВО секции № 12.2
49;Температура газа 101-10.2-Т на выходе АВО секции № 10.2
51;Температура газа 101-10.1-Т на выходе АВО секции № 10.1
63;Температура газа 101-8.2-Т на выходе АВО секции № 8.2
54;Температура газа 101-8.2-Т на выходе АВО секции № 8.2
55;Температура газа 101-9.2-Т на выходе АВО секции № 9.2
58;Температура газа 101-13.2-Тна выходе АВО секции № 13.2
59;Температура газа 101-12.1-Т на выходе АВО секции № 12.1
203;Температура газа 101-Т1 во входном коллекторе АВО, точка 1
14;160мм
38;Температура газа 101-11.2-Т на выходе АВО секции № 11.2
46;Температура газа 101-4.2-Т на выходе АВО секции № 4.2
52;Температура газа 101-3-Т на выходе АВО секции № 3
202;Температура газа 101-3-Т на выходе АВО секции № 3
14032;температура масла в маслобаке
253;Температура масла на выходе из двигателя
265;Температура масла на входе в двигатель
257;Температура масла на выходе из двигателя
260;Температура масла в МБД
263;Температура масла в маслобаке (текущая)
477;Температура буферного газа (ТТ2)
478;Температура буферного газа (ТТ2)
510;Температура металла вкладыша ОУП ЦБК
513;Температура металла рабочих колодок ОУП ЦБК
524;Температура масла на входе в компрессор
013823;Давление масла на после теплообменника
14044;температура масла в маслобаке
4;Температура воздуха на входе в ЦБК
1721968;Перепад давления на диафрагме буферного газа(сторона привода)
1721969;Перепад давления на диафрагме буферного газа(свободная сторона)
7175;Расход утечки через 1-ю ступеньГДУ(сторона привода)
7176;Расход утечки через 1-ю ступеньГДУ(свободная сторона)
1721972;Перепад давления на диафрагме буферного газа, сторона всасывания (PDIT1)
1721973;Перепад давления на диафрагме буферного газа, сторона нагнетания (PDIT2)
1721985;Давление утечки после 1-ой ступени ГДУ, сторона всасывания (PIT1)
1721988;Давление утечки после 1-ой ступени ГДУ, сторона нагнетания (PIT2)
1721989;Давление утечки после 1-ой ступени ГДУ, сторона привода (PIT1)
1721996;Перепад давления на фильтрах
1722116;Перепад давления на диафрагме буферного газа
1721975;Перепад давления на диафрагме буферного газа
6211644;Блок ЦБК
6211638;Блок ЦБК
1721990;Давление утечки после 1-й ступени ГДУ (свободная сторона)
1721991;Давление утечки после 1-й ступени ГДУ (сторона привода)
1721992;Давление буферного газа на входе в стойку управления (PIT3)
1721994;Давление буферного газа на входе в стойку управления (PIT3)
1722113;Перепад давления на фильтрах
1722115;Перепад давления на фильтрах (PDIT3)
001720;Преобразователи давления измерительные
018691;Преобразователи давления измерительные
1765958;Перепад давления на фильтре Ф5 (dPФ5)
1773183;Давление масла на вход коллектора
1773179;Давление масла на вход коллектора
1773185;Давление масла на вход коллектора
2220740;Перепад давления газа на кране № 1
6193807;Давление масла на входе в двигатель (Рм.вх.гтд)
6211640;Давление на входе в УБН
6211647;ГП100 ГПА21
6211653;Давление воздуха на входе УБИ
6211659;давление масла на выходе компрессоров ВД-1 ВД-2
1785957;Перепад давления масла на фильтре Ф-5
6211715;ДРД-1 давление масла на фильтре фВ-1
6215372;Давление масла на выходе из двигателя (Рм.вых.гтд)
6219022;Перепад давления масла на фильтрах 05-Ф204 05-ф205 (05-вр2)
6219023;Перепад давления масла на фильтрах 05-Ф204 05-ф205 (05-вр2)
6219024;Перепад масла на фильтрах Ф202 и Ф203
6219025;Перепад масла на фильтрах Ф204 и Ф205 после АВОМ
6219027;Перепад масла на фильтрах Ф204 и Ф205 после АВОМ
6219029;Перепад давления масла на фильтрах Ф204 и Ф205 после АВОМ (∆Рм.ф.2)
018686;Перепад давления газа на фильтре ф-1 ф-2
001719 ;Давление топливного газа на входе
000998;Преобразователи давления измерительные
018691;Преобразователи давления измерительные
2;Температура воздуха на входе в ЦБК
018692;Перепад давления на БФТГ (PDIT)
02738;Уровень масла в баке 05-б201 текущий
3066624;ФГ3
24095;Перепад давления масла на фильтре 05-ф201
24102;Перепад давления масла на фильтре 05-ф201
150;Температура топливного газа на выходе
1721970;Датчики давления
1721971;Датчики давления
02514323;М2 давление на фильтре Ф-2
35711;Расход топливного газа на БФТГ
35713;Расход топливного газа на БФТГ
02514328;ФУ-1 давление на фильтре Ф-1
02514329;М2 давление на фильтре Ф-2
6193808;Давление масла на входе в двигатель
6193809;Давление масла на входе в двигатель
6193811;Давление воздуха в полосте средней опоры
6193814;Давление воздуха в полости средней опоры
6193815;Давление воздуха в блоке точка2
6193942;Давление топливного газа
6193947;Давление воздуха за КВД
6193948;Давление масла на входе в СТ
6193954;Давление воздуха в блоке(точка2)
6211655;Датчики давления
521;Температура масла на входе ЦБИ ДТ-1
14057;температура масла в маслобаке
3066609;Давление в газовом фильтре
3066610;Давление в газовом фильтре
012267;Давление газа перед фильтрами БФТГ (PIT1)
015567;Давление газа перед фильтрами БФТГ (PIT1)
011846;Давление газа перед фильтрами БФТГ (PIT1)
015758;Давление газа перед фильтрами БФТГ (PIT1)
015122;Давление газа перед фильтрами БФТГ (PIT1)
015119;Давление газа перед фильтрами БФТГ (PIT1)
3066611;Давление в газовом фильтре
3066612;Давление в газовом фильтре
3069627;давление буферного газа на входе стойки управления
245;Температура в блоке турбины
2;Температура воздуха на входе компрессора
47317211246077535;ДД1 давление масла после КЭ очистителя масла
225043425;Давление масла на фильтре ф-2
007731;Давление масла на после теплообменника
3069629;Давление буферного газа на выходе в стойку управления
02514322;ФУ-1 давление на фильтре Ф-1
147;Температура газа перед фильтрами (TЕ1)
249;Температура воздуха в БД (в КШТ, точка 1)
384;Температура масла на сливе из опорно-упорного подшипника компрессора
47317211246077539;ДД1 давление масла после КЭ очистителя масла
47317211246077538;ДД1 давление масла после КЭ очистителя масла
225045696;Ф1
225043424;Ф2
3066623;ФГ3
3066621;ФГ5
3066622;ФГ5
02514327;М2 давление на фильтре Ф-2
02514326;ФУ-1 давление на фильтре Ф-1
211061778;Ф1
013882;Давление масла на после теплообменника
