name;type;manufacturer;serial_number;model;poz;location;tag
Эл. привод;РэмТэк;ООО НПП ТЭК;00000063;Л.18000.4.100.298.8100.V.16.3.УХЛ1;КГС 207;скв-5;Кр 3\5
Эл. привод;РэмТэк;ООО НПП ТЭК;00000064;М.300.30.10.8100.S.15.3.УХЛ1;КГС 207;скв-5;Зд 1\5
Эл. привод;РэмТэк;ООО НПП ТЭК;21236;П.250.4.60.8100.V.15.3.УХЛ1;КГС 207;скв-6;Кш 9.6
Эл. привод;РэмТэк;ООО НПП ТЭК;21243;П.250.4.60.8100.V.15.3.УХЛ1;КГС 207;скв-6;Кш 8.6
Эл. привод;РэмТэк;ООО НПП ТЭК;22473;Л.18000.4.100.411.8100.V.16.3.УХЛ1;КГС 207;скв-6;Кр 3\6
Эл. привод;РэмТэк;ООО НПП ТЭК;21157;М.300.80.Б.8100.S.15.3.УХЛ1;КГС 207;скв-6;Зд 1\6
Эл. привод;РэмТэк;ООО НПП ТЭК;00000047;П.250.4.60.8100.V.15.3.УХЛ1;КГС 207;скв-7;Кш 8.7
Эл. привод;РэмТэк;ООО НПП ТЭК;21233;П.250.4.60.8100.V.15.3.УХЛ1;КГС 207;скв-7;Кш 9.7
Эл. привод;РэмТэк;ООО НПП ТЭК;21082;Л.18000.4.100.298.8100.V.16.3.УХЛ1;КГС 207;скв-7;Кр 3\7
Эл. привод;РэмТэк;ООО НПП ТЭК;22081;М.300.60.10.8100.S.15.3.УХЛ1;КГС 207;скв-7;Зд 1\7
Эл. привод;РэмТэк;ООО НПП ТЭК;222724;М.200.40.9.8102/И.S.16.3.УХЛ1;КГС 207;КШМ;КШМ
Эл. привод;РэмТэк;ООО НПП ТЭК;21256;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-1;Кш 8.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21235;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-1;Кш 9.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21088;Л.18000.4.100.298.8100.V.16.3.УХЛ1;КГС 208;скв-1;Кр 3\1
Эл. привод;РэмТэк;ООО НПП ТЭК;21158;М.300.60.Б.8100.S.15.3.УХЛ1;КГС 208;скв-1;Зд 1\1
Эл. привод;РэмТэк;ООО НПП ТЭК;21252;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-2;Кш 9.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21227;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-2;Кш 8.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21081;Л.18000.4.100.298.8100.V.16.3.УХЛ1;КГС 208;скв-2;Кр 3\2
Эл. привод;РэмТэк;ООО НПП ТЭК;21154;М.300.60.Б.8100.S.15.3.УХЛ1;КГС 208;скв-2;Зд 1\2
Эл. привод;РэмТэк;ООО НПП ТЭК;21259;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-3;Кш 8.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21248;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-3;Кш 9.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211043;Л.18000.4.100.387.8100.V.16.3.УХЛ1;КГС 208;скв-3;Кр 3\3
Эл. привод;РэмТэк;ООО НПП ТЭК;21140;М.300.60.Б.8100.S.15.3.УХЛ1;КГС 208;скв-3;Зд 1\3
Эл. привод;РэмТэк;ООО НПП ТЭК;21234;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-4;Кш 9.4
Эл. привод;РэмТэк;ООО НПП ТЭК;21264;П.250.4.60.8100.V.15.3.УХЛ1;КГС 208;скв-4;Кш 8.4
Эл. привод;РэмТэк;ООО НПП ТЭК;21100;Л.18000.4.100.298.8100.V.16.3.УХЛ1;КГС 208;скв-4;Кр 3\4
Эл. привод;РэмТэк;ООО НПП ТЭК;21141;М.300.60.Б.8100.S.15.3.УХЛ1;КГС 208;скв-4;Зд 1\4
Эл. привод;РэмТэк;ООО НПП ТЭК;212328;М.300.30.15.8100/И.S.15.3.УХЛ1;КГС 208;КШМ;КШМ
Эл. привод;РэмТэк;ООО НПП ТЭК;211314;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-1;Кш 8.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211097;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-1;Кш 9.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211266;М.120.70.9.8100/И.V.16.3.УХЛ1;КГС 209;скв-1;Кр 3\1
Эл. привод;РэмТэк;ООО НПП ТЭК;211005;М.300.30.15.8100/И.S.15.3.УХЛ1;КГС 209;скв-1;Зд 1\1
Эл. привод;РэмТэк;ООО НПП ТЭК;211108;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-2;Кш 9.2
Эл. привод;РэмТэк;ООО НПП ТЭК;000000101;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-2;Кш 8.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211268;М.120.70.9.8100/И.V.16.3.УХЛ1;КГС 209;скв-2;Кр 3\2
Эл. привод;РэмТэк;ООО НПП ТЭК;210010;М.300.30.15.8100/И.S.15.3.УХЛ1;КГС 209;скв-2;Зд 1\2
Эл. привод;РэмТэк;ООО НПП ТЭК;211279;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-3;Кш 8.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211278;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-3;Кш 9.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211169;М.120.70.9.8100/И.V.16.3.УХЛ1;КГС 209;скв-3;Кр 3\3
Эл. привод;РэмТэк;ООО НПП ТЭК;21997;М.300.30.15.8100/И.S.15.3.УХЛ1;КГС 209;скв-3;Зд 1\3
Эл. привод;РэмТэк;ООО НПП ТЭК;211177;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-4;Кш 9.4
Эл. привод;РэмТэк;ООО НПП ТЭК;211273;П.250.4.374.8100/И.V.19.3.УХЛ1;КГС 209;скв-4;Кш 8.4
Эл. привод;РэмТэк;ООО НПП ТЭК;211174;М.120.70.9.8100/И.V.16.3.УХЛ1;КГС 209;скв-4;Кр 3\4
Эл. привод;РэмТэк;ООО НПП ТЭК;211021;М.300.30.15.8100/И.S.15.3.УХЛ1;КГС 209;скв-4;Зд 1\4
Эл. привод;РэмТэк;ООО НПП ТЭК;212324;М.300.30.15.8100/И.S.15.3.УХЛ1;КГС 209;КШМ;КШМ
Эл. привод;РэмТэк;ООО НПП ТЭК;22423;П.2000.6.224.8100/И.V.15.3.УХЛ1;УОК323;null;К 4-2
Гидропривод;КНПГ.ЭГП;Тяжпромарматура;74;05-380/24DC-00 ХЛ1;УОК206;null;х.з
Эл. привод;РэмТэк;ООО НПП ТЭК;21964;П.4000.6.93.8100/И.V.15.3.УХЛ1;УОК206;байпас газа;null
Эл. привод;РэмТэк;ООО НПП ТЭК;21962;П.600.3.140.8102/И.V.15.3.УХЛ1;УОК206;линия метанола;null
Эл. привод;РэмТэк;ООО НПП ТЭК;212207;Л.18000.4.100.354.8100.V.16.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;21418;П.1000.6.124.8100/И.V.15.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;21424;П.1000.6.124.8100/И.V.15.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;21161;М.300.60.Б.8100.S.15.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;21717;М.300.30.15.8100/И.S.16.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;23791;М.200.40.9.8102/И.V.16.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;211149;П.4000.6.364.8100.V.16.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;21219;П.250.4.60.8100.V.15.3.УХЛ1;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;21122;П.600.349.8000/И.V.15.3.УХЛ3;;;
Эл. привод;РэмТэк;ООО НПП ТЭК;22399;П.2000.6.224.8100.V.15.3.УХЛ1;ГП1;;К 7-10.3.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21755;Л.25000.6.125.352.8100.V.16.3.УХЛ1;ГП1;;КлР 01.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211148;П.4000.6.364.8100.V.16.3.УХЛ1;ГП1;;Кр 01.14.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21958;П.1000.6.363.8100.V.16.3.УХЛ1;ГП1;;Кр 01.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211056;П.4000.6.366.8100.V.16.3.УХЛ1;ГП1;;Кр 25.15.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212084;Л.7000.Т.60.345.8100.V.16.3.УХЛ1;ГП1;;Кр 01.8.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211129;П.600.3.349.8100.V.16.3.УХЛ1;ГП1;;Кр 25.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211077;П.4000.6.365.8100.V.16.3.УХЛ1;ГП1;;Кр 25.12.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212098;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП1;;Кр 25.11.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211122;П.32000.18.917.9200.V.16.3.УХЛ1;ГП1;;Кр 25.13.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21957;П.1000.6.363.8100.V.16.3.УХЛ1;ГП1;;Кр 01.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21754;Л.25000.6.125.352.8100.V.16.3.УХЛ1;ГП1;;КлР 01.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211147;П.4000.6.364.8100.V.16.3.УХЛ1;ГП1;;Кр 01.14.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211150;П.4000.6.364.8100.V.16.3.УХЛ1;ГП1;;Кр 01.8.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211124;П.32000.18.917.9200.V.16.3.УХЛ1;ГП1;;Кр 25.13.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211130;П.600.3.349.8100.V.16.3.УХЛ1;ГП1;;Кр 25.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211054;П.4000.6.366.8100.V.16.3.УХЛ1;ГП1;;Кр 25.13.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211076;П.4000.6.365.8100.V.16.3.УХЛ1;ГП1;;Кр 25.12.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212363;Л.7000.7.60.34.8100.V.16.3.УХЛ1;ГП1;;КлР 25.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211132;П.1000.6.363.8100.V.16.3.УХЛ1;ГП1;;Кр 01.3.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211151;П.4000.6.364.8100.V.16.3.УХЛ1;ГП1;;Кр 01.14.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211697;Л.25000.6.125.280.8102/И.V.16.3.УХЛ1;ГП1;БВН;Кр 2.10.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211698;Л.25000.6.125.280.8102/И.V.16.3.УХЛ1;ГП1;БВН;Кр 4.10.4
Эл. привод;РэмТэк;ООО НПП ТЭК;211152;П.4000.6.364.8100.V.16.3.УХЛ1;ГП1;;Кр 1.8.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21756;Л.25000.6.125.352.8100.V.16.3.УХЛ1;ГП1;;КлР 01.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211696;Л.25000.6.125.280.8102/И.V.16.3.УХЛ1;ГП1;БВН;Кр 1.10.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211695;Л.25000.6.125.280.8102/И.V.16.3.УХЛ1;ГП1;БВН;Кр 3.10.3
Эл. привод;РэмТэк;ООО НПП ТЭК;22398;П.2000.6.224.8100/И.V.15.3.УХЛ1;ГП1;;К 7-10.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211123;П.32000.18.917.9200.V.16.3.УХЛ1;ГП1;ПУ-1;Кр 25.13.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211075;П.4000.6.365.8100.V.16.3.УХЛ1;ГП1;ПУ-1;Кр 25.12.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21723;Л.25000.6.125.352.8100.V.15.3.УХЛ1;ГП1;ПУ-1;Клр 25.1.1
Пневмопривод;ПСДС-3;АО УППО;2111008;ПСДС-3 3.10.1.1 И;ГП1;Зона В;К 1-10.4
Пневмопривод;ПСДС-3;АО УППО;2111005;ПСДС-3 3.10.1.1 И;ГП1;Зона В;К 1-10.3
Пневмопривод;ПСДС-3;АО УППО;2111009;ПСДС-3 3.10.1.1 И;ГП1;Зона В;К 1-10.2
Пневмопривод;ПСДС-3;АО УППО;2203001;ПСДС-3 3.10.1.1 И;ГП1;Зона В;К 1-10.1
Привод поршневой;ПГ;ООО СВМ;112;65.1-111-213-11С11-01-21051-07;ГП1;10С-1№3;К 9-10.2.3
Привод поршневой;ПГ;ООО СВМ;107;65.1-111-213-11С11-01-21051-07;ГП1;10С-1№1;К 9-10.1.3
Привод поршневой;ПГ;ООО СВМ;105;65.1-111-213-11С11-01-21051-07;ГП1;ПУ-3;К 10-10.3
Привод поршневой;ПГ;ООО СВМ;110;65.1-111-213-11С11-01-21051-07;ГП1;10С-1№2;К 9-10.2.2
Привод поршневой;ПГ;ООО СВМ;111;65.1-111-213-11С11-01-21051-07;ГП1;10С-1№2;К 9-10.1.2
Привод поршневой;ПГ;ООО СВМ;109;65.1-111-213-11С11-01-21051-07;ГП1;ПУ-2;К 10-10.2
Привод поршневой;ПГ;ООО СВМ;100;65.1-111-213-11С11-01-21051-07;ГП1;10С-1№1;К 9-10.2.1
Привод поршневой;ПГ;ООО СВМ;106;65.1-111-213-11С11-01-21051-07;ГП1;10С-1№1;К 9-10.1.1
Привод поршневой;ПГ;ООО СВМ;113;65.1-111-213-11С11-01-21051-07;ГП1;ПУ-1;К 10-10.1
Пневмопривод;ПСДС-3;АО УППО;2203011;ПСДС-3 3.10.1.1 И;ГП1;10С-1№1;К 8-10.1.1
Пневмопривод;ПСДС-3;АО УППО;2203012;ПСДС-3 3.10.1.1 И;ГП1;10С-1№1;К 8-10.2.1
Пневмопривод;ПСДС-3;АО УППО;220;ПСДС-3 3.10.1.1 И;ГП1;10С-1№2;К 8-10.1.2
Пневмопривод;ПСДС-3;АО УППО;220301;ПСДС-3 3.10.1.1 И;ГП1;10С-1№1;К 8-10.2.1
Пневмопривод;ПСДС-3;АО УППО;220300;ПСДС-3 3.10.1.1 И;ГП1;10С-1№3;К 8-10.1.3
Пневмопривод;ПСДС-3;АО УППО;0000019;ПСДС-3 3.10.1.1 И;ГП1;10С-1№3;К 8-10.2.3
Пневмопривод;ПСДС-3;АО УППО;2203010;ПСДС-3 3.10.1.1 И;ГП1;10С-1№3;К 8-10.2.3
Привод поршневой;ПГ;ООО СВМ;104;20.1-111-211-11С11-11-21051-10;ГП5;;К 9-20.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211663;П.8500.12.380.8100/И.V.16.3.УХЛ1;ГП5;;Кр 5.20.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211818;П.4000.6.395.8100.V.16.3.УХЛ1;ГП5;блок эжекторов;Кр 3-2.32.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211444;П.2000.6.400.8100.V.15.3.УХЛ1;ГП5;блок эжекторов;К 6-20.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211661;П.2000.6.379.8102/И.V.16.3.УХЛ1;ГП5;;К 11/1
Эл. привод;РэмТэк;ООО НПП ТЭК;211454;Л.18000.4.100.205.8100/И.V.16.3.УХЛ1;ГП5;;Кр 3-20.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211676;М.1300.35.17.8100/И.V.16.3.УХЛ1;ГП5;;Кр 10-20.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211664;П.8500.12.380.8100/И.V.16.3.УХЛ1;ГП5;;КР 5-20.1.3
Привод поршневой;ПГ;ООО СВМ;102;20.1-111-211-11С11-11-21051-10;ГП5;;К 9-20.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211816;П.4000.6.395.8100.V.16.3.УХЛ1;ГП5;;КР 3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211812;П.600.3.349.8100.V.16.3.УХЛ1;ГП5;;КлЗ 3
Эл. привод;РэмТэк;ООО НПП ТЭК;211808;П.600.3.349.8100.V.16.3.УХЛ1;ГП5;;КлР 1
Эл. привод;РэмТэк;ООО НПП ТЭК;211809;П.600.3.349.8100.V.16.3.УХЛ1;ГП5;;КлЗ 32.1.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211819;Л.25000.6.125.352.8100.V.16.3.УХЛ1;ГП5;;КлР 32.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211443;П.2000.6.400.8100.V.15.3.УХЛ1;ГП5;;К 6-20.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21036;Л.18000.4.100.205.8100/И.V.16.3.УХЛ1;ГП5;;Кр 3-20.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211662;П.2000.6.379.8102/И.V.16.3.УХЛ1;ГП5;;Кр 1-20.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211675;М.1300.35.17.8100/И.V.16.3.УХЛ1;ГП5;;Кр 10-20.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21960;П.1000.6.363.8100.V.16.3.УХЛ1;ГП5;20С-1№3;Кр 04.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21746;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП5;20С-1№3;КлР 04.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21709;Л.18000.4.100.44.8100.V.16.3.УХЛ1;ГП5;20С-1№3;КлР 04.1.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21572;Л.18000.12.100.44.8100.V.16.3.УХЛ1;ГП5;20С-1№3;КлЗ 04.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211133;П.1000.6.363.8100.V.16.3.УХЛ1;ГП5;20С-2№3;Кр 05.5.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212577;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП5;20С-2№3;КлР 26.1.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212408;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП5;20С-2№3;КлЗ 26.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21707;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП5;20С-2№3;КлЗ 05.02.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211665;П.1000.6.363.8100.V.16.3.УХЛ1;ГП5;;Кр 5-20.1.2
Привод поршневой;ПГ;ООО СВМ;103;20.1-111-211-11С11-11-21051-10;ГП5;;
Эл. привод;РэмТэк;ООО НПП ТЭК;211817;П.4000.6.395.8100.V.16.3.УХЛ1;ГП5;;Кр 32.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211813;П.600.3.349.8100.V.16.3.УХЛ1;ГП5;;КлЗ 3.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211815;П.600.3.349.8100.V.16.3.УХЛ1;ГП5;;КлЗ 2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211811;П.600.3.349.8100.V.16.3.УХЛ1;ГП5;;КлЗ 32.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211821;Л.25000.6.125.352.8100.V.16.3.УХЛ1;ГП5;;КлР 32.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211445;П.2000.6.400.8100.V.15.3.УХЛ1;ГП5;блок эжекторов;Кр 6-20.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21037;Л.18000.4.100.205.8100/И.V.16.3.УХЛ1;ГП5;;Кр 3-20.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211660;П.2000.6.379.8102/И.V.16.3.УХЛ1;ГП5;;Кр 1-20.1.2
Эл. привод;auma;аума;3720МА52543;ACExC 01.2;ГП5;МТДА-1;Кэ 11.1.1
Эл. привод;auma;аума;4120МА59866;ACExC 01.2;ГП5;МТДА-1;Кр 3
Эл. привод;auma;аума;3720МА52438;ACExC 01.2;ГП5;МТДА-1;Кэ 11.2.1
Эл. привод;auma;аума;1616МА86600;AMExC 01.1;ГП5;МТДА-1;РОС
Эл. привод;auma;аума;2918МА62845;AMExC 01.1;ГП5;МТДА-1;силовой привод
Эл. привод;auma;аума;3720МА52381;ACExC 01.2;ГП5;МТДА-1;
Эл. привод;auma;аума;3720МА52436;ACExC 01.2;ГП5;МТДА-1;Кэ 11.3.1
Эл. привод;auma;аума;3720МА52440;ACExC 01.2;ГП5;МТДА-1;Кэ 11.4.1
Эл. привод;auma;аума;3720МА52541;ACExC 01.2;ГП5;МТДА-1;Кэ 11.5.1
Эл. привод;auma;аума;3420МА47050;ACExC 01.2;ГП5;МТДА-3;Кэ 11.3.1
Эл. привод;auma;аума;3720МА52435;ACExC 01.2;ГП5;МТДА-3;Кэ 2.2
Эл. привод;auma;аума;4120МА59867;ACExC 01.2;ГП5;МТДА-3;КлРэ 11.3.3
Эл. привод;auma;аума;3720МА52545;ACExC 01.2;ГП5;МТДА-3;Кэ 11.1.3
Эл. привод;auma;аума;1816МА88876;AMExC 01.1;ГП5;МТДА-3;РОС
Эл. привод;auma;аума;2018МА62844;AMExC 01.1;ГП5;МТДА-3;РСА
Эл. привод;auma;аума;3720МА52437;ACExC 01.2;ГП5;МТДА-3;Кэ 11.4.3
Эл. привод;auma;аума;3720МА52443;ACExC 01.2;ГП5;МТДА-3;Кэ 3.2
Эл. привод;auma;аума;3720МА52546;ACExC 01.2;ГП5;МТДА-3;Кэ 11.5.3
Эл. привод;auma;аума;3720МА52379;ACExC 01.2;ГП5;МТДА-3;Кэ 11.6.3
Эл. привод;auma;аума;3720МА52544;ACExC 01.2;ГП5;МТДА-2;Кэ 11.1.2
Эл. привод;auma;аума;4120МА59865;ACExC 01.2;ГП5;МТДА-2;КлРэ 11.3.2
Эл. привод;auma;аума;3720МА52441;ACExC 01.2;ГП5;МТДА-2;Кэ
Эл. привод;auma;аума;3420МА47049;ACExC 01.2;ГП5;МТДА-2;Кс-1
Эл. привод;auma;аума;1616МА86606;AMExC 01.1;ГП5;МТДА-2;РОС
Эл. привод;auma;аума;2918МА62843;AMExC 01.1;ГП5;МТДА-2;РСА
Эл. привод;auma;аума;3720МА52442;ACExC 01.2;ГП5;МТДА-2;Кэ 11.4.2
Эл. привод;auma;аума;3720МА52439;ACExC 01.2;ГП5;МТДА-2;Кэ 11.3.2
Эл. привод;auma;аума;3720МА52380;ACExC 01.2;ГП5;МТДА-2;Кэ 6.2
Эл. привод;auma;аума;3720МА52542;ACExC 01.2;ГП5;МТДА-2;Кэ 5.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221511;М.600.96.16.8100.V.18.3.УХЛ1;ГП5;20В-1№3;КР 06.18.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211160;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП5;20В-1№3;КлР 06.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;22683;П.250.4.60.8100/И.V.15.3.УХЛ1;ГП5;20В-1№3;КР 06.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212032;П.250.4.60.8100/И.V.15.3.УХЛ1;ГП5;20В-1№3;КР 06.8.3
Эл. привод;РэмТэк;ООО НПП ТЭК;22816;П.250.6.272.8102.V.18.3.УХЛ1;ГП5;20В-1№3;КР 06.7.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211157;Л.7000.7.60.23.8100.V.16.3.УХЛ1;ГП5;20В-1№3;КлР 06.1.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;07722;В.И20.4000.20.Э32.УХЛ1;ГП5;20В-1№3;КР 06.16.3
Эл. привод;РэмТэк;ООО НПП ТЭК;221509;М.600.96.16.8100.V.18.3.УХЛ1;ГП5;20В-1№2;КР 06.18.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211159;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП5;20В-1№2;КлР 06.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;22685;П.250.4.60.8100/И.V.15.3.УХЛ1;ГП5;20В-1№2;КР 06.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;22679;П.250.4.60.8100/И.V.15.3.УХЛ1;ГП5;20В-1№2;КР 06.8.2
Эл. привод;РэмТэк;ООО НПП ТЭК;22815;П.250.6.272.8102.V.18.3.УХЛ1;ГП5;20В-1№2;КР 06.7.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211156;Л.7000.7.60.23.8100.V.16.3.УХЛ1;ГП5;20В-1№2;КлР 06.1.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;07622;В.И20.4000.20.Э32.УХЛ1;ГП5;20В-1№2;КР 06.16.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221510;М.600.96.16.8100.V.18.3.УХЛ1;ГП5;20В-1№1;КР 06.18.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211155;Л.7000.7.60.23.8100.V.16.3.УХЛ1;ГП5;20В-1№1;КлР 06.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;22682;П.250.4.60.8100/И.V.15.3.УХЛ1;ГП5;20В-1№1;КР 06.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;22687;П.250.4.60.8100/И.V.15.3.УХЛ1;ГП5;20В-1№1;КР 06.8.1
Эл. привод;РэмТэк;ООО НПП ТЭК;22814;П.250.6.272.8102.V.18.3.УХЛ1;ГП5;20В-1№1;КР 06.7.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211158;Л.7000.7.60.23.8100.V.16.3.УХЛ1;ГП5;20В-1№1;КлР 06.1.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;07822;В.И20.4000.20.Э32.УХЛ1;ГП5;20В-1№1;КР 06.16.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21750;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП25;испаритель №3;КлЗ 33.4.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21748;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП25;испаритель №3;КлЗ 33.5.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21535;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП25;испаритель №3;КлР 33.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21508;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП25;испаритель №3;КлЗ 33.3.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21533;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП25;испаритель №3;КлР 33.11.3
Эл. привод;РэмТэк;ООО НПП ТЭК;222291;П.250.6.60.8102/И.V.15.3.УХЛ1;ГП25;испаритель №3;К 4-40.37.3
Эл. привод;РэмТэк;ООО НПП ТЭК;221932;М.50.110.9.8100/И.S.16.3.УХЛ;ГП25;испаритель №3;З 13-40.36.3
Эл. клапан;КЭО;ООО ТЕХНО ПРОЕКТ;2010536009;80/16/074/135/4 с ЗВ 11/АС/230;ГП25;испаритель №3;КлЗ 33.1.3
