name;type;manufacturer;serial_number;model;poz;location;tag
Эл. привод;РэмТэк;ООО НПП ТЭК;21749;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП25;испаритель №2;КлЗ 33.4.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21751;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП25;испаритель №2;КлЗ 33.5.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21532;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП25;испаритель №2;КлР 33.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21509;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП25;испаритель №2;КлЗ 33.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21531;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП25;испаритель №2;КлР 33.11.2
Эл. привод;РэмТэк;ООО НПП ТЭК;222290;П.250.6.60.8102/И.V.15.3.УХЛ1;ГП25;испаритель №2;К 4-40.37.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221938;М.50.110.9.8100/И.S.16.3.УХЛ;ГП25;испаритель №2;З 13-40.36.2
Эл. клапан;КЭО;ООО ТЕХНО ПРОЕКТ;2010536010;80/16/074/135/4 с ЗВ 11/АС/230;ГП25;испаритель №2;КлЗ 33.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21752;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП25;испаритель №1;КлЗ 33.4.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21753;Л.7000.7.60.22.8100.V.16.3.УХЛ1;ГП25;испаритель №1;КлЗ 33.5.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21534;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП25;испаритель №1;КлР 33.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21507;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП25;испаритель №1;КлЗ 33.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;00000065;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП25;испаритель №1;КлР 33.11.1
Эл. привод;РэмТэк;ООО НПП ТЭК;222289;П.250.6.60.8102/И.V.15.3.УХЛ1;ГП25;испаритель №1;К 4-40.37.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221933;М.50.110.9.8100/И.S.16.3.УХЛ;ГП25;испаритель №1;З 13-40.36.1
Эл. клапан;КЭО;ООО ТЕХНО ПРОЕКТ;2010536007;80/16/074/135/4 с ЗВ 11/АС/230;ГП25;испаритель №1;КлЗ 33.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221937;М.50.110.9.8100/И.S.16.3.УХЛ;ГП27;АВО метанола;Задвижка 1
Эл. привод;РэмТэк;ООО НПП ТЭК;211249;М.120.70.9.8100/И.S.15.3.УХЛ;ГП27;АВО метанола;Задвижка 2
Эл. привод;РэмТэк;ООО НПП ТЭК;211537;М.150.160.9.8100/И.S.15.3.УХЛ;ГП27;АВО метанола;Задвижка 3
Эл. привод;эл. привод;АО ТУЛАЭЛЕКТРОПРИВОД;1532;ЭП4В-А-60-63-323-3-21111;ГП25;поз.25;донник
Эл. привод;эл. привод;АО ТУЛАЭЛЕКТРОПРИВОД;1535;ЭП4В-А-60-63-323-3-21111;ГП25;поз.25;донник
Эл. привод;эл. привод;АО ТУЛАЭЛЕКТРОПРИВОД;1533;ЭП4В-А-60-63-323-3-21111;ГП25;поз.25;донник
Эл. привод;эл. привод;АО ТУЛАЭЛЕКТРОПРИВОД;1534;ЭП4В-А-60-63-323-3-21111;ГП25;поз.25;донник
Эл. привод;РэмТэк;ООО НПП ТЭК;211411;П.250.4.260.8100.V.16.3.УХЛ1;ГП25;40Е-1№2;Кр 34.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211410;П.250.4.260.8100.V.16.3.УХЛ1;ГП25;40Е-1№2;Кр 34.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211870;М.60.220.9.8100.V.16.3.УХЛ1;ГП25;40Е-1№2;Зд 34.8.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212199;Л.18000.4.100.34.8100.V.16.3.УХЛ1;ГП25;40Е-1№2;КлЗ 34.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212200;Л.18000.4.100.34.8100.V.16.3.УХЛ1;ГП25;40Е-1№1;КлЗ 34.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211871;М.60.220.9.8100.V.16.3.УХЛ1;ГП25;40Е-1№1;Зд 34.8.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211413;П.250.4.260.8100.V.16.3.УХЛ1;ГП25;40Е-1№1;Кр 34.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211412;П.250.4.260.8100.V.16.3.УХЛ1;ГП25;40Е-1№1;Кр 34.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212434;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП25;40Н-1/1;КлЗ 35.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212412;Л.7000.7.60.34.8100.V.16.3.УХЛ1;ГП25;40Н-1/1;КлЗ 35.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212413;Л.7000.7.60.34.8100.V.16.3.УХЛ1;ГП25;40Н-1/2;КлЗ 35.4.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212435;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП25;40Н-1/2;КлЗ 35.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212582;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП25;40Н-1;КлР 35.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212579;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП25;40Н-1;КлР 35.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212419;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№1/1;КлЗ 36.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212416;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№1/1;КлЗ 36.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212427;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№1/2;КлЗ 36.4.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212424;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№1/2;КлЗ 36.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212580;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП25;БРМ №1;КлЗ 36.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212418;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;БРМ №1;КлЗ 36.6.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212414;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;БРМ №1;КлЗ 36.5.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212423;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№2/2;КлЗ 36.4.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212428;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№2/2;КлЗ 36.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212425;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№2/1;КлЗ 36.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212420;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№2/1;КлЗ 36.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212581;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП25;БРМ №2;КлР 36.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212431;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;БРМ №2;КлР 36.6.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212426;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;БРМ №2;КлЗ 36.5.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212422;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№3/1;КлЗ 36.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212430;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№3/1;КлЗ 36.3.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212415;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№3/2;КлЗ 36.4.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212429;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;40Н-2№3/1;КлЗ 36.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212578;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП25;БРМ №3;КлР 36.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212421;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;БРМ №3;КлЗ 36.6.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212417;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП25;БРМ №3;КлЗ 36.5.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212409;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП25;40Н-3/2;КлЗ 37.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212432;Л.7000.7.60.34.8100.V.16.3.УХЛ1;ГП25;40Н-3/2;КлЗ 37.4.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212433;Л.7000.7.60.34.8100.V.16.3.УХЛ1;ГП25;40Н-3/1;КлЗ 37.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212410;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП25;40Н-3/1;КлЗ 37.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21536;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП25;;КлР 33.11.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212203;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП28;40Р-1№1;КлЗ 31.4.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212340;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП28;40Р-1№1;КлЗ 31.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212289;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП28;40Р-1№1;КлР 31.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212209;Л.18000.4.100.354.8100.V.16.3.УХЛ1;ГП28;40Р-1№1;КлЗ 31.1.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;22922;П.И10.100.5,0.ЭЗЗ.УХЛ1;ГП28;40Р-1№1;Кр 31.6.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212206;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП28;40Р-1№1;КлЗ 31.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212201;Л.18000.4.100.34.8100.V.16.3.УХЛ1;ГП28;40Р-1№2;КлЗ 21.4.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212292;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП28;40Р-1№2;КлЗ 31.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212290;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП28;40Р-1№2;КлР 31.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212338;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП28;40Р-1№2;КлЗ 31.2.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;22722;П.И10.100.5,0.ЭЗЗ.УХЛ1;ГП28;40Р-1№2;Кр 31.6.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212291;Л.3500.7.60.297.8100.V.16.3.УХЛ1;ГП28;40Р-1№2;КлР 31.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212204;Л.18000.4.100.35.8100.V.16.3.УХЛ1;ГП28;40Р-1№2;КлЗ 31.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212202;Л.18000.4.100.34.8100.V.16.3.УХЛ1;ГП28;40Р-1№2;КлЗ 31.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211248;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП28;40Р-1№2;З 2-40.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212332;П.25000.6.125.385.8100.V.16.3.УХЛ1;ГП31;30Е-1№1;КлЗ 11.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21891;М.600.40.17.8100/И.S.15.3.УХЛ1;ГП31;30Е-1№1;З 3-30.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211533;П.1000.9.72.8100/И.V.16.3.УХЛ1;ГП31;30Е-1№1;Кр 6-30.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21893;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№1;З 3-30.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21883;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№1;З 33-30.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21884;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№1;З 33-30.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;0000022;Л.7000.7.60.330.8100.V.16.3.УХЛ1;ГП31;30Е-1№1;КлР 11.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211409;П.250.4.272.8100.V.16.3.УХЛ1;ГП31;30Е-1№1;Кр 11.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212364;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП31;30Е-1№1;КлР 11.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212336;П.25000.6.125.385.8100.V.16.3.УХЛ1;ГП31;30Е-1№1;КлЗ 11.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21881;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№2;З 3-30.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;0000023;П.1000.9.72.8100/И.V.16.3.УХЛ1;ГП31;30Е-1№2;Кр 6-30.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21895;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№2;З 3-30.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211532;Л.1000.9.72.8100/И.V.16.3.УХЛ1;ГП31;30Е-1№2;Кр 6-30.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21882;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№2;З 33-30.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21889;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№2;З 33-30.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212335;П.25000.6.125.385.8100.V.16.3.УХЛ1;ГП31;30Е-1№2;КлЗ 11.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212356;Л.7000.7.60.330.8100.V.16.3.УХЛ1;ГП31;30Е-1№2;КлР 11.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211407;П.250.4.272.8100.V.16.3.УХЛ1;ГП31;30Е-1№2;Кр 11.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212331;П.25000.6.125.385.8100.V.16.3.УХЛ1;ГП31;30Е-1№2;КлЗ 11.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212365;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП31;30Е-1№2;КлР 11.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21885;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№3;З 3-30.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;00000024;П.1000.9.72.8100/И.V.16.3.УХЛ1;ГП31;30Е-1№3;Кр 6-30.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21887;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№3;З 3-30.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211534;П.1000.9.72.8100/И.V.16.3.УХЛ1;ГП31;30Е-1№3;Кр 6-30.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21886;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№3;З 33-303.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21894;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП31;30Е-1№3;З 33-30.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212333;П.25000.6.125.385.8100.V.16.3.УХЛ1;ГП31;30Е-1№3;КлЗ 11.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212355;Л.7000.7.60.330.8100.V.16.3.УХЛ1;ГП31;30Е-1№3;КлР 11.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211408;П.250.4.272.8100.V.16.3.УХЛ1;ГП31;30Е-1№3;Кр 11.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212334;П.25000.6.125.385.8100.V.16.3.УХЛ1;ГП31;30Е-1№3;КлЗ 11.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212367;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП31;30Е-1№3;КлР 11.2.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220798;ESD-VCX-24;ГП31;30Р-1№1;КлР 15.1.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221252;ESD-VCX-24;ГП31;30Р-1№1;КлЗ 15.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221514;М.600.96.11.8100/И.S.18.3.УХЛ1;ГП31;30Р-1№1;КлЗ 15.3.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221251;ESD-VCX-24;ГП31;30Р-1№1;КлЗ 15.2.1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240237;КИМ2-380/4-А01-1-2-IIВТ4 УХЛ1 v2.1;ГП31;30Р-1№1;КлР 15.3.1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;42240443;None;ГП31;30Р-1№1;КрЗ 15.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220789;ESD-VCX-24;ГП31;30Р-1№2;КлР 15.1.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221259;ESD-VCX-24;ГП31;30Р-1№2;КлЗ 15.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221516;М.600.96.11.8100.V.18.3.УХЛ1;ГП31;30Р-1№2;КлЗ 15.3.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221253;ESD-VCX-24;ГП31;30Р-1№2;КлЗ 15.2.2
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240236;КИМ2-380/4-А01-1-2-IIВТ4 УХЛ1 v2.1;ГП31;30Р-1№2;КлР 15.3.2
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240287;КИМ3-380/9-А18-1-2-IICТ4 УХЛ1 v2.0;ГП31;30Р-1№2;КрЗ 15.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220796;ESD-VCX-24;ГП31;30Р-1№3;КлР 15.1.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221366;ESD-VCX-24;ГП31;30Р-1№3;КлЗ 15.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;221518;М.600.96.11.8100.V.18.3.УХЛ1;ГП31;30Р-1№3;КлЗ 15.3.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220792;ESD-VCX-24;ГП31;30Р-1№3;КлЗ 15.2.3
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240239;КИМ2-380/4-А01-1-2-IIВТ4 УХЛ1 v2.1;ГП31;30Р-1№3;КлР 15.3.3
Эл. привод;Гусар;АО АБС ЗЭиМ Автоматизация;62240291;КИМ3-380/9-А18-1-2-IICТ4 УХЛ1 v2.0;ГП31;30Р-1№3;КрЗ 15.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220794;ESD-VCX-24;ГП31;30Р-2№1;КлР 27.2.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221257;ESD-VCX-24;ГП31;30Р-2№1;КлЗ 27.2.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220791;ESD-VCX-24;ГП31;30Р-2№1;КлЗ 27.1.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220799;ESD-VCX-24;ГП31;30Р-2№1;КлР 27.1.1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240235;КИМ2-380/4-А01-1-2-IIВТ4 УХЛ1 v2.1;ГП31;30Р-2№1;КлР 27.3.1
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220800;ESD-VCX-24;ГП31;30Р-2№2;КлР 27.2.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220784;ESD-VCX-24;ГП31;30Р-2№2;КлЗ 27.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221515;М.600.96.11.8100.V.18.3.УХЛ1;ГП31;30Р-2№1;КлЗ 27.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221501;М.100.180.9.8100.V.18.3.УХЛ1;ГП31;30Р-2№1;КлЗ 27.4.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221519;М.600.96.11.8100.V.18.3.УХЛ1;ГП31;30Р-2№2;КлЗ 27.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221500;М.100.180.9.8100.V.18.3.УХЛ1;ГП31;30Р-2№2;КлЗ 27.4.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220788;ESD-VCX-24;ГП31;30Р-2№2;КлЗ 27.1.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221368;ESD-VCX-24;ГП31;30Р-2№2;КлР 27.2
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240285;КИМ3-380/9-А18-1-2-IICТ4 УХЛ1 v2.0;ГП31;30Р-2№2;КрЭ 27.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21049;А.18000.4.100.2988100.V.16.3.УХЛ1;ГП31;30Р-2№2;КлР 27.3.2
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220793;ESD-VCX-24;ГП31;30Р-2№3;КлР 27.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;221517;М.600.96.11.8100.V.18.3.УХЛ1;ГП31;30Р-2№3;КлЗ 27.3.3
Эл. привод;РэмТэк;ООО НПП ТЭК;221502;М.100.180.9.8100.V.18.3.УХЛ1;ГП31;30Р-2№3;КлЗ 27.4.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221461;ESD-VCX-24;ГП31;30Р-2№3;КлЗ 27.2.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04220785;ESD-VCX-24;ГП31;30Р-2№3;КлР 27.3
Эл. привод;Гусар;ООО НПО «Сибирский машиностроитель»;04221256;ESD-VCX-24;ГП31;30Р-2№3;КлЗ 27.1.3
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240283;КИМ3-380/9-А18-1-2-IICТ4 УХЛ1 v2.0;ГП31;30Р-2№3;КрЭ 2.01.3
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240238;КИМ2-380/4-А01-1-2-IICТ4 УХЛ1 v2.1;ГП31;30Р-2№3;Кр 27.17.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21743;М.200.80.9.8100/И.S.16.3.УХЛ1;ГП27;null;null
Эл. привод;РэмТэк;ООО НПП ТЭК;211538;М.2000.36.9.8100.S.16.3.УХЛ1;ГП27;null;Э 1.30.1
Эл. привод;РэмТэк;ООО НПП ТЭК;22484;Л.7000.7.60.00.8100/И.V.16.3.УХЛ1;ГП27;null;Кр 1.30.1
Эл. привод;РэмТэк;ООО НПП ТЭК;22126;М.800.96.17.8100/И.S.16.3.УХЛ1;ГП27;null;Э 1.30.2
Эл. привод;РэмТэк;ООО НПП ТЭК;22485;Л.25000.6.125.00.8100/И.V.16.3.УХЛ1;ГП27;null;Кр 3.30.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212347;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на 201 203 204;315-60.83.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211110;Л.7000.7.60.297.8100/И.V.16.3.УХЛ1;ГП19;метанол на 201 203 204;Кр 7-60.81.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212343;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на 201 203 204;315-60.79.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212348;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на;315-60.83.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211112;Л.7000.7.60.297.8100/И.V.16.3.УХЛ1;ГП19;метанол на;Кр 7-60.81.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212344;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на;315-60.79.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212350;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на 206 207 208;315-60.83.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211113;Л.7000.7.60.297.8100/И.V.16.3.УХЛ1;ГП19;метанол на 206 207 208;Кр 7-60.81.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212351;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на 209;315-60.83.4
Эл. привод;РэмТэк;ООО НПП ТЭК;211074;Л.7000.7.60.297.8100/И.V.16.3.УХЛ1;ГП19;метанол на;Кр 7-60.81.4
Эл. привод;РэмТэк;ООО НПП ТЭК;212349;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на 209;315-60.79.4
Эл. привод;РэмТэк;ООО НПП ТЭК;212345;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП19;метанол на 201-209 (байпас);315-60.79.5
Эл. привод;РэмТэк;ООО НПП ТЭК;211111;Л.7000.7.60.297.8100/И.V.16.3.УХЛ1;ГП19;метанол на 201-209 (байпас);Кр 7-60.81.5
Эл. привод;РэмТэк;ООО НПП ТЭК;21501;М.70.70.9.8100/И.V.16.3.УХЛ1;ГП35;ФС;08-35
Эл. привод;РэмТэк;ООО НПП ТЭК;211452;Л.18000.4.100.54.8100.V.16.3.УХЛ1;ГП35;ФС;КР 4-50.7
Эл. привод;РэмТэк;ООО НПП ТЭК;21500;М.70.70.9.8100/И.V.16.3.УХЛ1;ГП35;ФС;07-35
Эл. привод;РэмТэк;ООО НПП ТЭК;211223;Л.30000.9.125.954.9000.V.16.3.УХЛ1;ГП35;ФС;5.50.9
Эл. привод;РэмТэк;ООО НПП ТЭК;211450;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП35;ФС;КР 8-50.50.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21775;М.200.80.10.8100/И.S.16.3.УХЛ1;ГП35;ФС;З 7-50.37.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21776;М.200.80.10.8100/И.S.16.3.УХЛ1;ГП35;ФС;З 7-50.37.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211451;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП35;ФС;Кр 10-35
