position;location;teg;type;model;name;reg_number;serial_number;year;min_scale;unit;max_scale;comment;interval;previous_verification;result;certificate
куст 202;МОС3;КГС;ПМП;ПМП-152;Преобразователь магнитный поплавковый;none;153690;2021;0,15;м^(3)/ч;6;куст 202;0;01.01.1990;Годен;Не поверяется
куст 205;МОС1;КГС;WIKA;233.50; Манометры деформационные с трубчатой пружиной;55984-13;89726CIQ;2021;0;Па;40;куст 205;24;01.01.1990;Годен;Нет данных
куст 205;МОС3;КГС;WIKA;233.50; Манометры деформационные с трубчатой пружиной;55984-13;89726QIS;2021;0;Па;100;куст 205;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №1;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;220105236;2021;4244;м^(3)/ч;37562;ДП-019 №220111084,  ДИ №220126374;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №1;КГС;WIKA;233.50; Манометры деформационные с трубчатой пружиной;55984-13;8972UNBU;2021;0;Па;40;куст 203;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №1;КГС;WIKA;233.50; Манометры деформационные с трубчатой пружиной;55984-13;8972UNBT;2021;0;Па;40;куст 203;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;220105300;2021;4244;м^(3)/ч;37562;ДП-019 №220111405, ДИ №220125376, ТПТ 1-4 100П №3863;24;01.01.1990;Годен;Нет данных
куст 203;МОС1;КГС;WIKA;233.50; Манометры деформационные с трубчатой пружиной;55984-13;89726GJ;2021;0;Па;100;куст 203;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;220105299;2021;4244;м^(3)/ч;37562;ДП-019 №220111223, ДИ №220125491, ТПТ 1-4 100П №3862;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №4;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;220105298;2021;4244;м^(3)/ч;37562;ДП-019 №220111225, ДИ №220126371, ТПТ 1-4 100П №3867;24;01.01.1990;Годен;Нет данных
куст 203;МОС2;КГС;ПМП;ПМП-152;Преобразователь магнитный поплавковый;none;153692;2021;0,15;м^(3)/ч;6;куст 203;0;01.01.1990;Годен;Не поверяется
куст 202;Скважина №2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210403399;2021;4244;м^(3)/ч;37562;ДП-019 №210414862, ЭПУ №21061248;24;01.01.1990;Годен;Нет данных
куст 207;Скважина №4;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;none;2021;0;Па;60;куст 204;24;01.01.1990;Годен;Отсутствует заводской номер
куст 207;Скважина №5;КГС;РОСМА;БТ5;Термометры биметаллический;73393-18;none;2021;0;°С ;100;куст 207;36;01.01.1990;Годен;Отсутствует заводской номер
куст 207;Скважина №5;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;none;2021;4244;м^(3)/ч;37562;ДИ №210625199, ТПТ 1-4 100П №16087;24;01.01.1990;Годен;Отсутствует заводской номер
куст 208;Скважина №4;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;725627153A19;2021;0;Па;40;куст 208;24;01.01.1990;Годен;Нет данных
куст 208;Скважина №3;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;725827197197A12;2021;0;Па;40;куст 208;24;01.01.1990;Годен;Нет данных
куст 204;Коллектор газа;КГС;МП;4-У; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;1012001757;2021;0;Па;25;куст 204;24;01.01.1990;Годен;Нет данных
куст 203;Линия факела;КГС;МП;4-У; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;none;2021;0;Па;400;куст 203;24;01.01.1990;Годен;Отсутствует заводской номер
куст 203;Скважина №6;КГС;МП;4А-КС; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;50119-17;206543;2021;0;Па;40;куст 203;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №6;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;1965751;2021;0;Па;40;куст 203;24;01.01.1990;Годен;Нет данных
куст 203;Скважина №1;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;735417230A13;2022;0;Па;40;куст 203;24;01.01.1990;Годен;Нет данных
куст 202;Скважина №2;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;none;2022;0;Па;25;куст 202;24;01.01.1990;Годен;Отсутствует заводской номер
УОК 206;;УОК;МП;4-УУХЛ1; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;222001525;2021;0;Па;40;УОК 206;24;29.04.2023;Годен;С-ГХЮ/29-04-2023/250222661
УОК 206;;УОК;МП;4-УУХЛ1; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;212015665;2021;0;Па;40;УОК 206;24;29.04.2023;Годен;С-ГХЮ/29-04-2023/250222663
УОК 206;;УОК;МП;4-УУХЛ1; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;212015712;2021;0;Па;40;УОК 206;24;29.04.2023;Годен;С-ГХЮ/29-04-2023/250222664
куст 204;Скважина №2;КГС;WIKA;232.30; Манометры деформационные с трубчатой пружиной серии;55984-13;8971NV3D;2020;0;Па;40;куст 204;24;17.09.2020;Годен;202-2818-20
УОК 206;;УОК;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;0K016519;2021;0;Па;25;УОК 206;60;12.02.2021;Годен;С-СП/12-02-2021/214248376
УОК 206;;УОК;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;0K016517;2021;0;Па;25;УОК 206;60;12.02.2021;Годен;С-СП/12-02-2021/214244885
УОК 206;;УОК;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;0K016518;2021;0;Па;25;УОК 206;60;12.02.2021;Годен; С-СП/12-02-2021/214248515 
УОК 206;;УОК;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;0K016506;2021;0;Па;25;УОК 206;60;12.02.2021;Годен;С-СП/12-02-2021/214242633
куст 206;Давление газа после клапана на факельной линии;КГС;ПДК;ПДК-ВО-И-10М;Преобразователь давления корабельный;37529-18;1К019022;2023;0;Па;10;куст 206;12;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661718 
куст 206;Температура газа в коллекторе;КГС; ТСПУ;011.151;Преобразователи температуры программируемые;71221-18;8;2021;-50;°С ;150;куст 206;36;02.02.2021;Годен;С-ВЫХ/02-02-2021/34070388
куст 206;Давление метанола до крана;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;0K016516;2021;0;Па;25;куст 206;36;20.02.2023;Годен; С-ГХЮ/20-02-2023/231661731
куст 206;Давление метанола после крана;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1К016808;2021;0;Па;25;куст 206;36;24.05.2021;Годен;С-СП/24-05-2021/218878309
куст 206;Давление газа до крана на коллекторе;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1К016811;2021;0;Па;25;куст 206;36;24.05.2021;Годен;С-СП/24-05-2021/218879339
куст 206;Давление газа после крана на коллекторе;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;0K016507;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661728
куст 206;Давление БУФ;КГС;СДВ-SMART;none;Преобразователи давления измерительные;61935-15;012808;2021;0;Па;600;куст 206;60;21.02.2024;Годен; С-ДУС/21-02-2024/318484649
куст 206;МОС1;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210404443;2021;4244;м^(3)/ч;37562;куст 206;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500034
куст 206;МОС1;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210404513;2021;4244;м^(3)/ч;37562;куст 206;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500035
куст 206;МОС1;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204075;2021;4244;м^(3)/ч;37562;ЭПУ №21051196;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500032
куст 206;МОС1;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204083;2021;4244;м^(3)/ч;37562;ЭПУ №21051193;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500031 
куст 206;МОС1;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210304248;2021;4244;м^(3)/ч;37562;ЭПУ №21041151;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500039
куст 206;МОС1;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210304273;2021;4244;м^(3)/ч;37562;ЭПУ №21041143;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500036
куст 206;МОС1;КГС; ТСПУ;031С/ХТ;Преобразователи температуры программируемые;46611-16;120;2021;-50;°С ;50;куст 206;60;01.01.1990;Годен;Нет данных
куст 206;МОС1;КГС; ТСПУ;031С/ХТ;Преобразователи температуры программируемые;46611-16;133;2021;-50;°С ;50;куст 206;60;01.01.1990;Годен;Нет данных
куст 206;МОС1;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016608;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661733
куст 206;МОС1;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016638;2021;0;Па;25;куст 206;36;20.02.2023;Годен; С-ГХЮ/20-02-2023/231661732
куст 206;МОС1;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016670;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661737
куст 206;МОС1;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016681;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661734
куст 206;МОС1;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016651;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661735
куст 206;МОС1;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016621;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661736
куст 206;МОС1;КГС;Метран;286-05;Преобразователи температуры;23410-13;2580550;2021;-50;°С ;200;куст 206;60;02.06.2021;Годен; С-ДАВ/02-06-2021/68075491
куст 206;МОС1;КГС;Метран;150TGR;Датчик давления;32854-13;1696504;2021;0;Па;68;куст 206;60;08.02.2021;Годен;С-ДАВ/08-02-2021/35260424
куст 206;МОС1;КГС;Метран;150TGR;Датчик давления;32854-13;1696506;2021;0;Па;68;куст 206;60;08.02.2021;Годен;С-ДАВ/08-02-2021/35260340
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6176104;2021;0;Па;40;куст 206;60;11.02.2021;Годен;С-ДАВ/11-02-2021/37048457
куст 206;МОС1;КГС;Метран;150TGR;Датчик давления;32854-13;1696117;2021;0;Па;68;куст 206;60;05.02.2021;Годен; С-ДАВ/05-02-2021/34805995 
куст 206;МОС1;КГС;Метран;150TGR;Датчик давления;32854-13;1697341;2021;0;Па;68;куст 206;60;12.02.2021;Годен;С-ДАВ/12-02-2021/37341260
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6175771;2021;0;Па;40;куст 206;60;08.02.2021;Годен;С-ДАВ/08-02-2021/35302925
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6176100;2021;0;Па;40;куст 206;60;11.02.2021;Годен;С-ДАВ/11-02-2021/37137403
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6176333;2021;0;Па;4;куст 206;60;15.02.2021;Годен;С-ДАВ/15-02-2021/37824009
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6177510;2021;0;Па;40;куст 206;60;04.03.2021;Годен; С-ДАВ/04-03-2021/43827364 
куст 206;МОС1;КГС;Метран;150TGR;Датчик давления;32854-13;1697638;2021;0;Па;68;куст 206;60;15.02.2021;Годен;С-ДАВ/15-02-2021/37615438
куст 206;МОС1;КГС;Метран;150TGR;Датчик давления;32854-13;1697644;2021;0;Па;68;куст 206;60;15.02.2021;Годен;С-ДАВ/15-02-2021/37615413
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6177509;2021;0;Па;40;куст 206;60;04.03.2021;Годен; С-ДАВ/04-03-2021/43827367
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6175767;2021;0;Па;40;куст 206;60;08.02.2021;Годен; С-ДАВ/08-02-2021/35302892
куст 206;МОС1;КГС;Метран;150TG;Преобразователь давления;32854-13;6176327;2021;0;Па;4;куст 206;60;15.02.2021;Годен;С-ДАВ/15-02-2021/37625901
куст 206;МОС1;КГС;ПМП;ПМП-062;Преобразователи магнитные поплавковые;24715-14;156204;2021;0,15;м;6;куст 206;48;02.04.2021;Годен;С-ДРР/02-04-2021/53328742
куст 206;МОС1;КГС; ЭЛЕМЕР;АИР-30МExd;Преобразователи давления измерительные ;67954-17;10218271;2024;0;Па;60;куст 206;60;23.01.2024;Годен;С-ВСП/23-01-2024/311098317
куст 206;МОС2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210504600;2021;4244;м^(3)/ч;37562;куст 206;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500043
куст 206;МОС2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210404335;2021;4244;м^(3)/ч;37562;куст 206;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500045
куст 206;МОС2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210304245;2021;4244;м^(3)/ч;37562;ЭПУ №21051172;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500042
куст 206;МОС2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204079;2021;4244;м^(3)/ч;37562;ЭПУ №21051167;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500040
куст 206;МОС2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204081;2021;4244;м^(3)/ч;37562;ЭПУ №21051173;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500048
куст 206;МОС2;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204054;2021;4244;м^(3)/ч;37562;ЭПУ №21051169;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500047
куст 206;МОС2;КГС; ТСПУ;031С/ХТ;Преобразователи температуры программируемые;46611-16;118;2021;-50;°С ;50;куст 206;60;01.01.1990;Годен;Нет данных
куст 206;МОС2;КГС; ТСПУ;031С/ХТ;Преобразователи температуры программируемые;46611-16;128;2021;-50;°С ;50;куст 206;60;01.01.1990;Годен;Нет данных
куст 206;МОС2;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016598;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661743
куст 206;МОС2;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37031-18;1K016639;2021;0;Па;25;куст 206;36;13.04.2021;Годен;С-СП/13-04-2021/57183017
куст 206;МОС2;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016613;2021;0;Па;25;куст 206;36;20.02.2023;Годен; С-ГХЮ/20-02-2023/231661741
куст 206;МОС2;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016629;2021;0;Па;25;куст 206;36;20.02.2023;Годен; С-ГХЮ/20-02-2023/231661738
куст 206;МОС2;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016682;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661739
куст 206;МОС2;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный;37529-18;1K016618;2021;0;Па;25;куст 206;36;20.02.2023;Годен;С-ГХЮ/20-02-2023/231661740 
куст 206;МОС2;КГС;Метран;286-05;Преобразователи температуры;23410-13;2580559;2021;-50;°С ;200;куст 206;60;02.06.2021;Годен;С-ДАВ/02-06-2021/68075495
куст 206;МОС2;КГС;Метран;150TGR;Датчик давления;32854-13;1698926;2021;0;Па;68;куст 206;60;02.03.2021;Годен;С-ДАВ/02-03-2021/42296441
куст 206;МОС2;КГС;Метран;150TGR;Датчик давления;32854-13;1698933;2021;0;Па;68;куст 206;60;02.03.2021;Годен; С-ДАВ/02-03-2021/42296238
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177506;2021;0;Па;40;куст 206;60;04.03.2021;Годен; С-ДАВ/04-03-2021/43827173 
куст 206;МОС2;КГС;Метран;150TGR;Датчик давления;32854-13;1699750;2021;0;Па;68;куст 206;60;03.03.2021;Годен;С-ДАВ/03-03-2021/43827713
куст 206;МОС2;КГС;Метран;150TGR;Датчик давления;32854-13;1698934;2021;0;Па;68;куст 206;60;04.03.2021;Годен;С-ДАВ/04-03-2021/43827868
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177491;2021;0;Па;40;куст 206;60;03.03.2021;Годен; С-ДАВ/03-03-2021/43827927
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177502;2021;0;Па;40;куст 206;60;04.03.2021;Годен;С-ДАВ/04-03-2021/43827172
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177479;2021;0;Па;4;куст 206;60;03.03.2021;Годен;С-ДАВ/03-03-2021/43827519
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177499;2021;0;Па;40;куст 206;60;03.03.2021;Годен;С-ДАВ/03-03-2021/43827525 
куст 206;МОС2;КГС;Метран;150TGR;Датчик давления;32854-13;1698923;2021;0;Па;68;куст 206;60;04.03.2021;Годен;С-ДАВ/04-03-2021/43827402
куст 206;МОС2;КГС;Метран;150TGR;Датчик давления;32854-13;1698935;2021;0;Па;68;куст 206;60;02.03.2021;Годен;С-ДАВ/02-03-2021/42296568
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177507;2021;0;Па;40;куст 206;60;04.03.2021;Годен;С-ДАВ/04-03-2021/43827174
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177495;2021;0;Па;40;куст 206;60;03.03.2021;Годен;С-ДАВ/03-03-2021/43827623 
куст 206;МОС2;КГС;Метран;150TG;Преобразователь давления;32854-13;6177483;2021;0;Па;4;куст 206;60;03.03.2021;Годен; С-ДАВ/03-03-2021/43827621
куст 206;МОС2;КГС;ПМП;ПМП-062;Преобразователи магнитные поплавковые;24715-14;156228;2021;0,15;м;6;куст 206;48;02.04.2021;Годен;С-ДРР/02-04-2021/53328732
куст 206;МОС2;КГС; ЭЛЕМЕР;АИР-30МExd;Преобразователи давления измерительные ;67954-17;10218256;2024;0;Па;60;куст 206;60;23.01.2024;Годен;С-ВСП/23-01-2024/311098350
куст 206;МОС3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210504577;2021;4244;м^(3)/ч;37562;куст 206, скважина 5;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500027
куст 206;МОС3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;210404547;2021;4244;м^(3)/ч;37562;куст 206, скважина 6;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500055
куст 206;МОС3;КГС;Метран;150CD;Датчик давления;32854-13;6146224;2020;0;Па;40;куст 206;60;01.01.1990;Годен;Нет данных
куст 206;МОС3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201103974;2021;4244;м^(3)/ч;37562;ЭПУ №21051175;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500059
куст 206;МОС3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204132;2021;4244;м^(3)/ч;37562;ЭПУ №21051168;24;28.03.2023;Годен;С-ГХЮ/28-03-2023/239500060
куст 206;МОС3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204076;2021;4244;м^(3)/ч;37562;ЭПУ №21061221;24;28.03.2023;Годен; С-ГХЮ/28-03-2023/239500057 
куст 206;МОС3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204059;2021;4244;м^(3)/ч;37562;ЭПУ №21051192;24;28.03.2023;Годен; С-ГХЮ/28-03-2023/239500053
куст 206;МОС3;КГС; ГиперФлоу;3Пм; Датчики комплексные с вычислителем расхода;15646-19;201204204;2021;4244;м^(3)/ч;37562;ЭПУ №21031126;24;28.03.2023;Годен; С-ГХЮ/28-03-2023/239500051
