position;location;teg;type;model;name;reg_number;serial_number;year;min_scale;unit;max_scale;comment;interval;previous_verification;result;certificate
куст 202;Скважина №5;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0642962;2022;0;Па;25;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188850807
куст 202;Скважина №5;КГС;МП;4-У; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;1997467;2022;0;Па;25;куст 202;24;30.11.2022;Годен;С-ГХЮ/30-11-2022/219134017
куст 202;Скважина №4;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;926603;2022;0;кгс/см^(2);250;куст 202;24;30.11.2022;Годен;С-ГХЮ/30-11-2022/219134020
куст 202;Скважина №4;КГС;ДМ;ДМ8008-Вуф;Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;230607692B67;2023;0;Па;40;куст 202;24;07.08.2023;Годен;С-ГГИ/07-08-2023/273892216
куст 202;Скважина №4;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0642974;2022;0;Па;40;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188850810 
куст 202;Скважина №4;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;104797;2022;0;Па;40;куст 202;24;30.11.2022;Годен;С-ГХЮ/30-11-2022/219134021
куст 202;Скважина №3;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;A0838562;2022;0;Па;40;куст 202;24;21.06.2023;Годен;С-ГХЮ/21-06-2023/257470248
куст 202;Скважина №3;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;716201024A08;2022;0;Па;25;куст 202;24;21.06.2023;Годен;С-ГХЮ/21-06-2023/257470249
куст 202;Скважина №3;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0273199;2022;0;Па;25;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188852419 
куст 202;Скважина №3;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0647039;2022;0;Па;40;куст 202;24;26.09.2022;Годен; С-ДЛЮ/26-09-2022/188850873
куст 202;Скважина №3;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;735417090A08;2022;0;Па;40;куст 202;24;11.07.2023;Годен; С-ГГИ/11-07-2023/262640504
куст 202;Скважина №2;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;02999817;2022;0;Па;25;куст 202;24;23.09.2022;Годен;С-ДЛЮ/23-09-2022/188581244
куст 202;Скважина №2;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0273082;2022;0;Па;25;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188852413
куст 202;Скважина №2;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0643220;2022;0;Па;40;куст 202;24;26.09.2022;Годен; С-ДЛЮ/26-09-2022/188850674
куст 202;Скважина №2;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0642847;2022;0;Па;40;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188850764 
куст 202;Скважина №2;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;017405;2022;0;Па;40;куст 202;24;15.01.2023;Годен; С-ГХЮ/15-01-2023/222154100
куст 202;Скважина №1;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;813424;2022;0;Па;40;куст 202;24;30.11.2022;Годен; С-ГХЮ/30-11-2022/219134013
куст 202;Скважина №1;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0647034;2022;0;Па;40;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188850679 
куст 202;Скважина №1;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0642838;2022;0;Па;40;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188850750
куст 202;Скважина №1;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0647073;2022;0;Па;40;куст 202;24;26.09.2022;Годен;С-ДЛЮ/26-09-2022/188850771
куст 202;Скважина №1;КГС;РОСМА;ТМ6;Манометры показывающие;25913-08;H0642839;2022;0;Па;40;куст 202;24;26.09.2022;Годен; С-ДЛЮ/26-09-2022/188850784
куст 207;Скважина №1;КГС;ДМ;ДМ8008-Ву;Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;55366-18;2209869;2022;0;Па;25;куст 204;24;02.09.2022;Годен; С-БПМ/02-09-2022/185557136
куст 207;Скважина №5;КГС;МП;3А-Кс; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;50119-17;206546;2022;0;Па;40;куст 208;24;17.06.2024;Годен;С-ДЗЧ/17-06-2024/347649127
куст 204;Коллектор метанола;КГС;МП;4-У; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;212003942;2021;0;Па;40;куст 204;24;10.02.2021;Годен;С-БПМ/10-02-2021/55199317
куст 203;Коллектор метанола;КГС;МП;4-У; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;212001803;2021;0;Па;40;куст 203;24;23.01.2021;Годен;С-БПМ/23-01-2021/203141655
куст 203;Линия факела;КГС;МП;4-У; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;222001385;2022;0;Па;25;куст 203;24;19.01.2022;Годен;С-БПМ/19-01-2022/125567123
УОК 206;;УОК;МП;4-УУХЛ1; Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;212023976;2021;0;Па;40;УОК 206;24;23.06.2021;Годен;С-БПМ/23-06-2021/73981288
куст 207;Скважина №2;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;A0337681;2021;0;Па;40;куст 208;24;24.07.2021;Годен;С-ГГИ/24-07-2021/81336019
куст 208;Скважина №1;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;A0842744;2022;0;Па;40;куст 208;24;17.05.2022;Годен; С-ГГИ/17-05-2022/156695200 
куст 203;Скважина №6;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;716123018A07;2022;0;Па;40;куст 203;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156694600
куст 203;Скважина №6;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;716123018A13;2022;0;Па;40;куст 203;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156694598 
куст 203;Скважина №5;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;716201024A12;2022;0;Па;25;куст 203;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156694534 
куст 203;Скважина №5;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;A0839045;2022;0;Па;40;куст 203;24;17.05.2022;Годен; С-ГГИ/17-05-2022/156695207
куст 203;Скважина №4;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;716123001A04;2022;0;Па;40;куст 203;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156694607
куст 203;Скважина №3;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;716201024A17;2022;0;Па;25;куст 203;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156694530 
куст 203;Скважина №2;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;A0842762;2022;0;Па;40;куст 203;24;08.02.2022;Годен; С-ГГИ/08-02-2022/130420900
куст 203;Скважина №1;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;A0751752;2022;0;Па;25;куст 203;24;25.01.2022;Годен;С-ГГИ/25-01-2022/126409925
куст 203;Скважина №1;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;A0839008;2022;0;Па;40;куст 203;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156695209
куст 203;Скважина №1;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры;60168-15;A0842776;2022;0;Па;40;куст 203;24;17.05.2022;Годен; С-ГГИ/17-05-2022/156695184
куст 202;Скважина №7;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;A0842765;2022;0;Па;40;куст 202;24;17.05.2022;Годен; С-ГГИ/17-05-2022/156695188
куст 202;Скважина №6;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;A0842768;2022;0;Па;40;куст 202;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156695187
куст 202;Скважина №5;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;A0842803;2022;0;Па;25;куст 202;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156695172
куст 202;Скважина №4;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;0839070;2022;0;Па;40;куст 202;24;17.05.2022;Годен;С-ГГИ/17-05-2022/156695204
куст 202;Скважина №4;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;A0838530;2022;0;Па;40;куст 202;24;17.05.2022;Годен; С-ГГИ/17-05-2022/156695227 
куст 202;Скважина №3;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;A0842775;2022;0;Па;40;куст 202;24;17.05.2022;Годен; С-ГГИ/17-05-2022/156695185
куст 202;Скважина №1;КГС;МП;4-Уф БС УХЛ1; Манометры, вакуумметры, мановакуумметры, напоромеры, тягомеры и тягонапоромеры; 60168-15;716119252A11;2022;0;Па;25;куст 202;24;14.03.2022;Годен; С-ГГИ/14-03-2022/139497725
куст 207;Скважина №5;КГС;ПДК;ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20;Преобразователь давления корабельный; 37031-18;1K017011;2023;0;Па;25;куст 207;36;24.05.2021;Годен;С-СП/24-05-2021/66142642
куст 207;Коллектор газа;КГС; ТСМУ;011.151;Преобразователи температуры программируемые;71221-18;10;2021;-70;°С ;200;куст 207;36;02.02.2021;Годен;С-ВЫХ/02-02-2021/34070386
куст 202;СКВ 2026;FIY МОС;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;210604671;2021;4244;м^(3)/ч;37562; ДИ-017 зав. №210725431 , 0..25 МПа,  ДП-019 зав.№210510864  0..2500 кПа ,  d20=30мм  D20=92мм;24;12.08.2021;Годен;С-ВУ/12-08-2021/86189548 
куст 202;Расход метанола на скважине №2022 (СПИ);FIY СПИ-1;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;210404399;2021;4244;м^(3)/ч;37562; ДИ-017 зав. №210324875 , 0...25 МПа,   ДП-019 зав.№ 210414862  , 0..2500 кПа, ;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/239500095
куст 203;СКВ 76;FIY МОС;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;220105252;2021;4244;м^(3)/ч;37562; ДИ-017 зав. №220126380, 0...25 МПа,   ДП-019 зав.№220111213, 0...2500 кПа  d20=30мм  D20=92мм;24;18.02.2022;Годен;С-ВУ/18-02-2022/133517144
куст 203;УГГ (скв.76);FIY 7д;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;220405622;2021;4244;м^(3)/ч;37562; ДИ-017 зав. №220727376, 0...25 МПа      ДП-019 зав.№220511858,  0...2500кПа    d20=30мм  D20=92мм;24;18.08.2022;Годен;С-ВУ/18-08-2022/179582002
куст 203;Расход метанола на скважине №76 (СПИ);FIY СПИ-1;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;220104970;2021;4244;м^(3)/ч;37562; ДИ-017 №         0...25 МПа ,     ДП-019 №         0...2500кПа    ;24;03.02.2022;Годен;С-ВУ/03-02-2022/128710923
куст 203;Расход метанола на скважине №76 (СПИ);FIY СПИ-1;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;220104977;2021;4244;м^(3)/ч;37562; ДИ-017 №         0...25 МПа ,     ДП-019 №         0...2500кПа    ;24;04.02.2022;Годен;С-ВУ/04-02-2022/128990069
куст 204;Расход метанола на коллекторе;FIY МОС;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;210404529;2021;4244;м^(3)/ч;37562;"ДИ-017 0...25МПа;   ДП-019 0...2500кПа";24;24.06.2021;Годен;С-ВУ/24-06-2021/72923994
куст 204;Расход метанола на скважине №2041 (СПИ);FIY СПИ-1;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;210404385;2021;4244;м^(3)/ч;37562;"ДИ-017 0...25МПа;   ДП-019 0...2500кПа";24;29.04.2021;Годен;С-ВУ/29-04-2021/60734938
куст 205;УГГ;FIY 7д;ГиперФлоу;"3Пм 
БЭ-022"; Датчики комплексные с вычислителем расхода;15646-19;210304316;2021;4244;м^(3)/ч;37562; ДИ-017 зав. №210324828 ,, 0..25 МПа  ДП-019 зав.№210210600 .  0...25000кПа  d20=30мм  D20=92мм;24;20.03.2023;Годен;С-ГХЮ/20-03-2023/239500005
