position;location;teg;model;type;name;reg_number;serial_number;year;min_scale;max_scale;unit;mpi;previous_verification;result;certificate
ГП34;;PIT108;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704308;2021;0;16;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56663929
ГП34;;PIT108;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704307;2021;0;16;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56666397
ГП34;;PIT108;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704306;2021;0;16;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56666555
ГП34;;PDIT102;150CDR42G21AM4EMS5B4HR50;Метран 150CDR;Датчик давления ;32854-13;1704300;2021;0;100;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56674149
ГП34;;PDIT102;150CDR42G21AM4EMS5B4HR50;Метран 150CDR;Датчик давления ;32854-13;1704299;2021;0;100;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56674043
ГП34;;PDIT101;150CDR42G21AM4EMS5B4HR50;Метран 150CDR;Датчик давления ;32854-13;1704292;2021;0;100;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56249700
ГП34;;PDIT101;150CDR42G21AM4EMS5B4HR50;Метран 150CDR;Датчик давления ;32854-13;1704291;2021;0;100;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56250219
ГП34;;PDIT101;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704290;2021;0;100;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56666516
ГП34;;PIT301;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704284;2021;0;1;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56669010
ГП34;;PIT301;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704283;2021;0;1;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56671285
ГП34;;PIT301;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704282;2021;0;1;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56668535
ГП34;;PIT107;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704276;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56251909
ГП34;;PIT107;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704275;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56253862
ГП34;;PIT107;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704274;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56309121
ГП34;;PIT106;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704268;2021;0;16;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56663923
ГП34;;PIT106;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704267;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56259482
ГП34;;PIT106;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704266;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56254650
ГП34;;PIT105;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704260;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56253450
ГП34;;PIT105;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704259;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56254647
ГП34;;PIT105;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704258;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56253443
ГП34;;PIT104;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704252;2021;0;6;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56664212
ГП34;;PIT104;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704251;2021;0;6;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56668776
ГП34;;PIT104;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704250;2021;0;6;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56666051
ГП34;;PIT103;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704244;2021;0;6;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56666465
ГП34;;PIT103;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704243;2021;0;6;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56663962
ГП34;;PIT103;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704242;2021;0;6;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56671990
ГП34;;PIT102;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704236;2021;0;2,5;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56256093
ГП34;;PIT102;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704235;2021;0;2,5;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56251744
ГП34;;PIT102;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704234;2021;0;2,5;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56250826
ГП34;;PIT101;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704228;2021;0;2,5;Па;60;12.04.2021;Годен;С-ДАВ/12-04-2021/56006794
ГП34;;PIT101;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704227;2021;0;2,5;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56262565
ГП34;;PIT101;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704226;2021;0;2,5;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56251372
ГП34;;PDIT102;150CDR42G21AM4EMS5B4HR50;Метран 150CDR;Датчик давления ;32854-13;1704206;2021;0;100;Па;60;;Годен;Нет данных
ГП7;;TT 205/2;ТСПУ 031С/XT-W/Exi/С-4/20-(-60/50)-0,25-320-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;17;2021;-60;50;°С;60;18.03.2021;Годен;С-ВЫХ/18-03-2021/45595693
ГП58;Станция насосная хозяйственно-питьевого и производственно-противопожарного водоснабжения;;ТСПУ-031Сп/МП/ОП/Инд/С;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;164;2021;-70;100;°С;60;;Годен;
ГП58;Станция насосная хозяйственно-питьевого и производственно-противопожарного водоснабжения;П.34;ТМ6;РОСМА;Манометр показывающий;25913-08;161537;2021;0;1,6;Па;24;12.02.2023;Годен;С-ГХЮ/12-02-2023/231918606
ГП58;Станция насосная хозяйственно-питьевого и производственно-противопожарного водоснабжения;П.33;ТМ6;РОСМА;Манометр показывающий;25913-08;161536;2021;0;1,6;Па;24;12.02.2023;Годен;С-ГХЮ/12-02-2023/231918601
ГП450;;;;ТПТ-1-4;Термометр платиновый технический;46155-10;16003;2023;-100;450;°С;60;05.03.2023;Годен;С-ГХЮ/05-03-2023/239500122
ГП7;;TT 203/3;ТСПУ 031С/XT-W/Exi/С-4/20-(-60/50)-0,25-320-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;16;2021;-60;50;°С;60;18.03.2021;Годен;С-ВЫХ/18-03-2021/45595694
ГП34;;КУ-2;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;156;2023;0;100;°С;36;;Годен;Нет данных
ГП34;;КУ-3;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;151;2023;0;100;°С;36;;Годен;Нет данных
ГП7;;TT 202-1;ТСПУ 031С/XT-W/Exi/С-4/20-(-60/50)-0,25-320-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;15;2021;-60;50;°С;60;18.03.2021;Годен;С-ВЫХ/18-03-2021/45595695
ГП34;;КУ-4;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;149;2023;0;100;°С;36;;Годен;Нет данных
ГП34;;TG103;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;148;2023;0;100;°С;36;;Годен;Нет данных
ГП34;;КУ-4;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;145;2023;-30;60;°С;36;;Годен;Нет данных
ГП34;;КУ-3;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;144;2023;-30;60;°С;36;;Годен;Нет данных
ГП52;Котельная № 0000089 RTES C-B2-20660-9-3-W-NF. 20.66 МВт, Р газа -0,5 МПА, 2022;Котел К1.4;G-400;RABO;Счетчик газа ротационный ;54267-13;1422060068;2022;20;650;м^(3)/ч;60;31.03.2022;Годен;С-ВУ/31-03-2022/144357505
ГП52;Котельная № 0000089 RTES C-B2-20660-9-3-W-NF. 20.66 МВт, Р газа -0,5 МПА, 2022;Котел К1.2;G-400;RABO;Счетчик газа ротационный ;54267-13;1422060067;2022;20;650;м^(3)/ч;60;15.02.2022;Годен;С-БН/15-02-2022/136988601
ГП52;Котельная № 0000089 RTES C-B2-20660-9-3-W-NF. 20.66 МВт, Р газа -0,5 МПА, 2022;Котел К2;G-65;RABO;Счетчик газа ротационный ;54267-13;1422040060;2022;3;100;м^(3)/ч;60;15.02.2022;Годен;С-БН/15-02-2022/136988666
ГП34;;КУ-2;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;142;2023;-30;60;°С;36;;Годен;Нет данных
ГП52;Котельная № 0000089 RTES C-B2-20660-9-3-W-NF. 20.66 МВт, Р газа -0,5 МПА, 2022;Х/В;ВСКМ 90-50;ДЕКАСТ                      ;Счетчик воды;77560-20;141301633;2021;15;30;м^(3)/ч;72;17.11.2021;Годен;С-ДЗЫ/17-11-2021/114231022
ГП52;Котельная № 0000089 RTES C-B2-20660-9-3-W-NF. 20.66 МВт, Р газа -0,5 МПА, 2022;Х/В;ВСКМ 90-50;ДЕКАСТ                      ;Счетчик воды;77560-20;141301613;2021;15;30;м^(3)/ч;72;01.11.2021;Годен;С-ДЗЫ/01-11-2021/107948660
ГП52;Котельная № 0000089 RTES C-B2-20660-9-3-W-NF. 20.66 МВт, Р газа -0,5 МПА, 2022;Х/В;ВСКМ 90-50;ДЕКАСТ                      ;Счетчик воды;77560-20;141301585;2021;15;30;м^(3)/ч;72;01.11.2021;Годен;С-ДЗЫ/01-11-2021/107948605
ГП52;Котельная № 0000089 RTES C-B2-20660-9-3-W-NF. 20.66 МВт, Р газа -0,5 МПА, 2022;Х/В;ВСКМ 90-50;ДЕКАСТ                      ;Счетчик воды;77560-20;141301533;2021;15;30;м^(3)/ч;72;17.11.2021;Годен;С-ДЗЫ/17-11-2021/114236156
ГП34;;КУ-1;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;141;2023;-30;60;°С;36;;Годен;Нет данных
ГП36;Установка вертикальных факелов и горизонтального факела;PT 203;Ex-И-1151-02-ЭП1-t16-025-0,6МПа;СДВ-SMART;Преобразователь давления измерительный;61936-15;14068;2021;0;0,6;Па;60;;Годен;С-ДУС/19-07-2021/80510608
ГП36;Установка вертикальных факелов и горизонтального факела;PT 202;Ex-И-1151-02-ЭП1-t16-025-0,6МПа;СДВ-SMART;Преобразователь давления измерительный;61936-15;14039;2021;0;0,6;Па;60;;Годен;С-ДУС/19-07-2021/91502482
ГП4;Емкости аварийная и дренажная ВМР и конденсата;TT 220;ТСПУ 031C/XT-W/Exi/C-4/20-(-60/50)-0,25-3150-10-Н-Г2-М20х1,5-1-К(13 -16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;14;2021;-70;200;°С;60;18.01.2021;Годен;С-ВЫХ/18-01-2021/31028949
ГП7;;TT 204/3;ТСПУ 031С/XT-W/Exi/С-4/20-(-60/50)-0,25-320-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;14;2021;-60;50;°С;60;18.03.2021;Годен;С-ВЫХ/18-03-2021/45595689
ГП30;TG 19.3;TG 19.3;32 УХЛ1;ТБПК;Термометр биметаллический;46078-16;14;2023;-60;90;°С;36;28.01.2023;Годен;С-ГХЮ/28-01-2023/231918418
ГП33;Блок емкости аварийной 30Е-3/2;TG 24.1;160/S, Осевое, (-70…+400)С, L1=800х8мм IP65 в комп с ЗГ;TG54;Термометр биметаллический;68661-17;131190;2021;-70;400;°С;36;;Годен;Нет данных
ГП7;;TT 205-1;ТСПУ 031С/XT-W/Exi/С-4/20-(-60/50)-0,25-320-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;13;2021;-60;50;°С;60;18.03.2021;Годен;С-ВЫХ/18-03-2021/45595697
ГП52;Котельная;б/п;;100П;Преобразователь температуры;46156-10;124888220444127880;2022;0;450;°С;48;;Годен;Нет данных
ГП9;Блок-бокс подготовки газа на собственные нужды (УКПГ-2);PG5.6;100М-6кПа М20х1.5;НМ;Напоромеры, тягомеры, тягонапоромеры, дифманометры-напоромеры, дифманометры-тягомеры, дифманометры-тягонапоромеры мембранные показывающие;80824-20;12217931;2021;0;6;Па;24;16.09.2022;Годен;С-ГХЮ/16-09-2022/187678365
ГП58;Станция насосная хозяйственно-питьевого и производственно-противопожарного водоснабжения;;01 Pt100/1/4/0...180;Комплект КТПТР;Термометр сопротивления платиновый;46156-10;1214;2021;0;180;°С;48;12.07.2021;Годен;С-ГПЯ/12-07-2021/89789775
ГП7;;TT 204/1;ТСПУ 031С/XT-W/Exi/С-4/20-(-60/50)-0,25-320-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;12;2021;-60;50;°С;60;18.03.2021;Годен;С-ВЫХ/18-03-2021/45595698
ГП34;;КУ-4;ТБПК22 УХЛ1;РОСМА;Термометр биметаллический ;46078-16;116;2023;0;200;°С;36;;Годен;Нет данных
ГП9;Блок-бокс подготовки газа на собственные нужды (УКПГ-2);PG5.5;100М-6кПа М20х1.5;НМ;Напоромеры, тягомеры, тягонапоромеры, дифманометры-напоромеры, дифманометры-тягомеры, дифманометры-тягонапоромеры мембранные показывающие;80824-20;11217302;2021;0;6;Па;24;16.09.2022;Годен;С-ГХЮ/16-09-2022/187678364
ГП9;Блок-бокс подготовки газа на собственные нужды (УКПГ-2);PG5.7;100М-6кПа М20х1.5 ОШ;НМ;Напоромеры, тягомеры, тягонапоромеры, дифманометры-напоромеры, дифманометры-тягомеры, дифманометры-тягонапоромеры мембранные показывающие;80824-20;11217158;2021;0;6;Па;24;16.09.2022;Годен;С-ГДЛ/21-12-2021/119187828
ГП9;Блок-бокс подготовки газа на собственные нужды (УКПГ-2);PG5.8;100М-6кПа М20х1.5;НМ;Напоромеры, тягомеры, тягонапоромеры, дифманометры-напоромеры, дифманометры-тягомеры, дифманометры-тягонапоромеры мембранные показывающие;80824-20;11217156;2021;0;6;Па;24;16.09.2022;Годен;С-ГХЮ/16-09-2022/187678362
ГП11;УКПГ-2. УКИРГ;;E-10;WIKA;Манометр деформационный с трубчатой пружиной;60015-15;110EZYT6;2021;0;160;Бар;24;16.11.2023;Годен;С-БП/16-11-2023/294853571
ГП7;;TT 204/2;ТСПУ 031С/XT-W/Exi/С-4/20-(-60/50)-0,25-320-10-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ 0.282.007 ТУ;Термоприбор ТСПУ;Преобразователь температуры программируемый;46611-16;11;2021;-60;50;°С;60;18.03.2021;Годен;С-ВЫХ/18-03-2021/45595699
ГП26;Емкости аварийная и дренажные;PG 410;;СДВ-SMART;Преобразователи давления измерительные;61935-15;010902;2020;0;4;Па;60;13.11.2023;Годен;С-ДУС/13-11-2023/293960449
ГП30;;;32 УХЛ1;ТБПК;Термометр биметаллический;46078-16;104;2023;-60;90;°С;36;22.04.2023;Годен;С-ГХЮ/22-04-2023/242764416
ГП26;Емкости аварийная и дренажные;TT 409;"W/Exi/C-4/20- (-60/50)-0,25-2500-10
-Н-Г2-М20х1,5-1-К(13-16)-П (-60гр.С) РГАЖ0.282.007 ТУ";TCПУ 031C/XT;Преобразователь температуры программируемый;46611-16;10;2021;-60;50;°С;24;15.03.2021;Годен; С-ВЫХ/15-03-2021/44389149
ГП25;;GA 9;М2 метан;СГОЭС;Газоанализатор стационарный оптический;65884-16;09069;2022;0;100;%НКПР;24;;Годен;Нет данных
ГП58;Станция насосная хозяйственно-питьевого и производственно-противопожарного водоснабжения;П. 32;ТМ6;РОСМА;Манометр показывающий;25913-08;082440;2021;0;1,6;Па;24;12.02.2023;Годен;С-ГХЮ/12-02-2023/231918602
ГП49а;Блок-бокс дозирования пенообразователя;б/н;ТМТБ3;РОСМА;Манометр показывающий;25913-08;0794668;2021;0;0,4;Па;24;01.06.2021;Годен; С-ДЛЮ/01-06-2021/67284752
ГП26;Емкости аварийная и дренажные; PT 410;Ех-И-1161- 02-ЭП1-t16-025-4,00MПa-42+HART-K04-П-КБуст/БКН2-10//СК(ДИ)/М20-09Г2С-АГБР.406239.010ТУ;СДВ-SMART;Преобразователь давления измерительный;61936-15;039056;2021;0;4;Па;60;09.06.2021;Годен;С-ДУС/09-06-2021/69540795
ГП32;Теплообменник 30Т-1№1;б/н;БТ5;РОСМА;Термометр биметаллический;73393-18;02815914;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984060
ГП32;Теплообменник 30Т-1№2;б/н;БТ5;РОСМА;Термометр биметаллический;73393-18;02815913;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984052
ГП34;;б/н;ТМ5;РОСМА;Манометр показывающий;25913-08;02796650;2022;0;1,6;Па;24;24.06.2022;Годен;С-ДЛЮ/24-06-2022/166193204
ГП34;;б/н;ТМ5;РОСМА;Манометр показывающий;25913-08;02796649;2022;0;1,6;Па;24;24.06.2022;Годен;С-ДЛЮ/24-06-2022/166193209
ГП34;;б/н;ТМ5;РОСМА;Манометр показывающий;25913-08;02796648;2022;0;1,6;Па;24;24.06.2022;Годен;С-ДЛЮ/24-06-2022/166193213
ГП34;;б/н;ТМ5;РОСМА;Манометр показывающий;25913-08;02796647;2022;0;1,6;Па;24;24.06.2022;Годен;С-ДЛЮ/24-06-2022/166193217
ГП34;;б/н;ТМ5;РОСМА;Манометр показывающий;25913-08;02796646;2022;0;1,6;Па;24;24.06.2022;Годен;С-ДЛЮ/24-06-2022/166193222
ГП34;;б/н;ТМ5;РОСМА;Манометр показывающий;25913-08;02796645;2022;0;1,6;Па;24;24.06.2022;Годен;С-ДЛЮ/24-06-2022/166193224
ГП32;Теплообменник 30Т-1№3;TG310/3;ТМ3;РОСМА;Манометр показывающий;73393-18;02546616;2021;0;1;Па;36;30.03.2022;Годен;С-ДЛЮ/30-03-2022/144059971
ГП32;Теплообменник 30Т-1№1;б/н;БТ5;РОСМА;Термометр биметаллический;73393-18;02546272;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984055
ГП32;Теплообменник 30Т-1№2;TG312/2;БТ5;РОСМА;Термометр биметаллический;73393-18;02546271;2021;-30;50;°С;36;30.03.2022;Годен;С-ДЛЮ/30-03-2022/144058031
ГП32;Теплообменник 30Т-3№1;TG347/1;БТ5;РОСМА;Термометр биметаллический;73393-18;02546165;2021;-30;50;°С;36;26.01.2023;Годен;С-ГХЮ/26-01-2023/231918425
ГП32;Теплообменник 30Т-3№1;TG347/1;БТ5;РОСМА;Термометр биметаллический;73393-18;02546164;2021;-30;50;°С;36;26.01.2023;Годен;С-ГХЮ/26-01-2023/231918424
ГП32;Теплообменник 30Т-2№3;TG312/3;БТ5;РОСМА;Термометр биметаллический;73393-18 ;02546136;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984057
ГП32;Теплообменник 30Т-2№3;TG312/3;БТ5;РОСМА;Термометр биметаллический;73393-18 ;02546083;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984053
ГП32;Теплообменник 30Т-1№3;TG310/3;ТМ5;РОСМА;Манометр показывающий;73393-18;02546045;2022;0;1;Па;36;30.03.2022;Годен;С-ДЛЮ/30-03-2022/144057856
ГП32;Теплообменник 30Т-1№1;TG310/1;БТ5;РОСМА;Термометр биметаллический;73393-18;02546017;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984058
ГП32;Теплообменник 30Т-1№2;TG314/2;БТ5;РОСМА;Термометр биметаллический;73393-18;02546016;2021;-30;50;°С;36;30.03.2022;Годен;С-ДЛЮ/30-03-2022/144058210
ГП31;Теплообменник 30Т-1№3;TТ 1.2;БТ5;РОСМА;Термометр биметаллический;73393-18;02546015;2020;0;100;°С;36;31.01.2023;Годен; С-ГХЮ/31-01-2023/234984063
ГП32;Теплообменник 30Т-1№2;TG310/2;БТ5;РОСМА;Термометр биметаллический;73393-18;02546013;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984059
ГП32;Теплообменник 30Т-2№3;TG314/3;БТ5;РОСМА;Термометр биметаллический;73393-18 ;02546011;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984061 
ГП32;Теплообменник 30Т-1№1;б/н;БТ5;РОСМА;Термометр биметаллический;73393-18;02546010;2021;-30;50;°С;36;31.01.2023;Годен;С-ГХЮ/31-01-2023/234984060
ГП34;;;КМ-2;КМ;Манометр показывающий;25910-08;02524219;2022;0;6;Па;24;24.03.2022;Годен;С-ДЛЮ/24-03-2022/142642157
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02405425;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661867
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02405424;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661860
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02405420;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661858
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02405419;2022;0;0,6;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543523
ГП52;Котельная;б/н;БТ51.211(0-120°С) G1/2.46.1,5;РОСМА;Термометр биметаллический ;73393-18;02370596;2021;0;120;°С;36;21.09.2022;Годен;С-БП/21-09-2022/188543433
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370266;2022;0;0,6;Па;24;12.03.2023;Годен;С-БП/21-09-2022/188543514
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370265;2022;0;0,6;Па;24; 18.02.2022;Годен;С-ДЛЮ/18-02-2022/133786976
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370264;2022;0;0,6;Па;24;18.02.2022;Годен;С-ДЛЮ/18-02-2022/133786978
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370263;2022;0;0,6;Па;24;12.03.2023;Годен;С-ДЛЮ/18-02-2022/133786981
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370262;2022;0;0,6;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543536
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370261;2022;0;0,6;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543540
ГП52;Котельная;б/н;ТМВ5;РОСМА;Мановакуумметр показывающий;48969-12;02370260;2022;0;0,3;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543401 
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02370258;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661848
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02370257;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661847
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370255;2022;0;0,6;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543432
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02370254;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661845
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370253;2022;0;0,6;Па;24;18.02.2022;Годен;С-ДЛЮ/18-02-2022/133787044
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370252;2022;0;0,6;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543400
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02370251;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661853
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370250;2022;0;0,6;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543399
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;48969-12;02370249;2022;0;0,6;Па;24;21.09.2022;Годен;С-БП/21-09-2022/188543423
ГП52;Котельная;б/н;ТМ-610Р.00(0-0,6МПа) G1/2/ 1,5;РОСМА;Манометр показывающий;25913-08;02370076;2023;0;0,6;Па;24;12.03.2023;Годен;С-ГХЮ/12-03-2023/231661855
