position;location;teg;model;type;name;reg_number;serial_number;year;min_scale;max_scale;unit;mpi;previous_verification;result;certificate
ГП11;УКПГ-2. УКИРГ;;150TG4(0…12МПа) 2G 2 1 A IMS5B4QM K12 PA ;Метран 150TG;Датчик давления ;32854-13;6179807;2021;0;12;Па;60;05.04.2021;Годен;С-ДАВ/05-04-2021/53480939
ГП11;УКПГ-2. УКИРГ;;150TG4(0…12МПа) 2G 2 1 A IMS5B4QM K12 PA ;Метран 150TG;Датчик давления ;32854-13;6179806;2021;0;12;Па;60;05.04.2021;Годен;С-ДАВ/05-04-2021/53383117
ГП11;УКПГ-2. УКИРГ;;150TG4(0…12МПа) 2G 2 1 A IMS5B4QM K12 PA ;Метран 150TG;Датчик давления ;32854-13;6179805;2021;0;12;Па;60;05.04.2021;Годен;С-ДАВ/05-04-2021/53452692
ГП11;УКПГ-2. УКИРГ;;150TG4(0…12МПа) 2G 2 1 A IMS5B4QM K12 PA ;Метран 150TG;Датчик давления ;32854-13;6179804;2021;0;12;Па;60;05.04.2021;Годен;С-ДАВ/05-04-2021/53454536
ГП11;УКПГ-2. УКИРГ;;150TG4(0…12МПа) 2G 2 1 A IMS5B4QM K12 PA ;Метран 150TG;Датчик давления ;32854-13;6179803;2021;0;12;Па;60;05.04.2021;Годен;С-ДАВ/05-04-2021/53454275
ГП24;;LT 632;5300;Rosemount;Уровнемер;65554-16;4815005;2022;610;910;мм;48;04.02.2022;Годен;С-ДАВ/04-02-2022/130644491
ГП13;; LT 718;5300;Rosemount;Уровнемер;65554-16;4815003;2022;0;4000;мм;48;04.02.2022;Годен;С-ДАВ/04-02-2022/130644229 
ГП37;;LT 341;5300;Rosemount;Уровнемер;65554-16;4815000;2022;0;650;мм;48;03.02.2022;Годен;С-ДАВ/03-02-2022/128735081
ГП36;Установка вертикальных факелов и горизонтального факела; LT 527;5300;Rosemount;Уровнемер;65554-16;4814999;2022;0;650;мм;48;03.02.2022;Годен;С-ДАВ/03-02-2022/128735082
ГП35;Установка факельных сепараторов со сборниками жидкости; LT 524/1;5301;Rosemount;Уровнемер;65554-16;4814997;2021;0;500;мм;48;03.02.2022;Годен;С-ДАВ/03-02-2022/128735084
ГП32;;LT 313;5300;Rosemount;Уровнемер;65554-16;4814350;2021;0;650;мм;48;03.12.2021;Годен;С-ДАВ/03-12-2021/114690543
ГП34;;L2.1;5300;Rosemount;Уровнемер;65554-16;4814026;2021;0;1400;мм;48;01.11.2021;Годен;С-ДАВ/01-11-2021/106083582
ГП34;;L3.1;5300;Rosemount;Уровнемер;65554-16;4814025;2021;0;1550;мм;48;01.11.2021;Годен;С-ДАВ/01-11-2021/106083583
ГП34;;L1.2;5300;Rosemount;Уровнемер;65554-16;4814023;2021;0;1400;мм;48;01.11.2021;Годен;С-ДАВ/01-11-2021/106083585
ГП12;Установка свечи с гидрозатвором;LT 717;5300;Rosemount;Уровнемер;65554-16;4814021;2021;610;910;мм;48;01.11.2021;Годен;С-ДАВ/01-11-2021/106083587
ГП18;;;5300;Rosemount;Уровнемер;65554-16;4813549;2021;0;650;мм;48;08.09.2021;Годен;С-ДАВ/08-09-2021/93248315
ГП18;;;5300;Rosemount;Уровнемер;65554-16;4813547;2021;0;650;мм;48;06.09.2021;Годен;С-ДАВ/06-09-2021/92216400
ГП5;Блок выветривателя 20В-1/1;LGT 06.2;5301;Rosemount;Уровнемер;65554-16;4813412;2021;0;650;мм;48;23.08.2021;Годен;С-ДАВ/23-08-2021/88722643 
ГП5;Блок выветривателя 20В-1/1;LGT 06.2;5301;Rosemount;Уровнемер;65554-16;4813411;2021;0;650;мм;48;23.08.2021;Годен;С-ДАВ/23-08-2021/88722642
ГП5;Блок выветривателя 20В-1/2;LGT 06.2;5301;Rosemount;Уровнемер;65554-16;4813410;2021;0;650;мм;48;23.08.2021;Годен;С-ДАВ/23-08-2021/88722641
ГП5;Блок выветривателя 20В-1/3;LT 06.1;5301;Rosemount;Уровнемер;65554-16;4813409;2021;0;650;мм;48;23.08.2021;Годен;С-ДАВ/23-08-2021/88485873
ГП5;Блок выветривателя 20В-1/1;LT 06.1;5301;Rosemount;Уровнемер;65554-16;4813408;2021;0;500;мм;48;23.08.2021;Годен;С-ДАВ/23-08-2021/88485885
ГП5;Блок выветривателя 20В-1/2;LT 06.1;5301;Rosemount;Уровнемер;65554-16;4813407;2021;0;650;мм;48;23.08.2021;Годен;С-ДАВ/23-08-2021/88485902
ГП31;Блок емкости буферной 30Е-1/1;LT 11.2;5301;Rosemount;Уровнемер;65554-16;4813378;2021;0;650;мм;48;20.08.2021;Годен;С-ДАВ/20-08-2021/88484853
ГП31;Блок емкости буферной 30Е-1/1;LT 11.1;5301;Rosemount;Уровнемер;65554-16;4813377;2021;0;650;мм;48;20.08.2021;Годен;С-ДАВ/20-08-2021/88484855
ГП31;Блок емкости буферной 30Е-1/2;LT 11.1;5301;Rosemount;Уровнемер;65554-16;4813376;2021;0;150;мм;48;20.08.2021;Годен;С-ДАВ/20-08-2021/88484857
ГП31;Блок емкости буферной 30Е-1/3;LT 11.1;5301;Rosemount;Уровнемер;65554-16;4813374;2021;0;650;мм;48;20.08.2021;Годен;С-ДАВ/20-08-2021/88485033
ГП31;Блок емкости буферной 30Е-1/2;LT 11.2;5301;Rosemount;Уровнемер;65554-16;4813373;2021;400;3000;мм;48;20.08.2021;Годен;С-ДАВ/20-08-2021/88485044
ГП1;10С-1 №3;LIT01.1в;5301;Rosemount;Уровнемер;65554-16;4812408;2021;400;3000;мм;48;13.05.2021;Годен;С-ДАВ/13-05-2021/62727773
ГП1;10С-1 №2;LIT01.1;5301;Rosemount;Уровнемер;65554-16;4812407;2021;0;650;мм;48;13.05.2021;Годен;С-ДАВ/13-05-2021/62727683
ГП1;10С-1 №1;LIT01.1;5301;Rosemount;Уровнемер;65554-16;4812406;2021;0;500;мм;48;13.05.2021;Годен;С-ДАВ/13-05-2021/62727605
ГП1;10С-1 №3;LIT01.1;5301;Rosemount;Уровнемер;65554-16;4812399;2021;400;3000;мм;48;17.05.2021;Годен;С-ДАВ/17-05-2021/64262782
ГП1;10С-1 №2;LIT01.1в;5301;Rosemount;Уровнемер;65554-16;4812398;2021;400;3000;мм;48;17.05.2021;Годен;С-ДАВ/17-05-2021/64262785
ГП1;10С-1 №1;LIT01.1в;5301;Rosemount;Уровнемер;65554-16;4812397;2021;0;650;мм;48;17.05.2021;Годен;С-ДАВ/17-05-2021/64262790
ГП34;;LT303;"5300 Series
5301HA2S1B4AM00065SBEMQ4DA1";Rosemount;Уровнемер;65554-16;4812248;2021;0;500;мм;48;22.04.2021;Годен;С-ДАВ/22-04-2021/59421680
ГП34;;LT302;"5300 Series
5301HA2S1B4AM00065SBEMQ4DA1";Rosemount;Уровнемер;65554-16;4812247;2021;0;500;мм;48;22.04.2021;Годен;С-ДАВ/22-04-2021/59421678
ГП34;;LT301;"5300 Series
5301HA2S1B3BM00050SAEMQ4DA1";Rosemount;Уровнемер;65554-16;4812216;2021;400;3000;мм;48;20.04.2021;Годен;С-ДАВ/20-04-2021/59423851
ГП31;Блок емкости буферной 30Е-1/3;LT 11.2;5301;Rosemount;Уровнемер;38679-08;4313405;2021;0;500;мм;48;;Годен;Нет данных
ГП11;УКПГ-2. УКИРГ;;3051ТА4М2В21AB4IMQ4C2 V5;Метран 3051;Преобразователь давления измерительный;14061-15;4072824;2021;0;27579;Па;60;21.04.2021;Годен;С-ДАВ/21-04-2021/59421919
ГП38;УКПГ-2. УКИР;;3051;Rosemount;Преобразователь давления измерительный;14061-99;4069537;2020;0;27;Па;60;18.08.2020;Годен;Нет данных
ГП38;УКПГ-2. УКИР;;3051;Rosemount;Преобразователь давления измерительный;14061-99;4069530;2020;0;27;Па;60;18.08.2020;Годен;Нет данных
ГП38;УКПГ-2. УКИР;;3051;Rosemount;Преобразователь давления измерительный;14061-99;4069527;2020;0;27;Па;60;19.08.2020;Годен;Нет данных
ГП38;УКПГ-2. УКИР;;3051;Rosemount;Преобразователь давления измерительный;14061-99;4069509;2020;0;27;Па;60;18.08.2020;Годен;Нет данных
ГП30;Теплопункт;б/н;ТМ5;РОСМА;Манометр показывающий;25913-08;3059061;2022;0;1;Па;24;09.02.2023;Годен;С-БПМ/24-09-2021/97294240
ГП5;Здание цеха подготовки газа;TG 06.1;Т-52.211 (-30...+70град.С) М20х1,5 150. 1,5 ТУ4211-001-4719015564-2008;РОСМА;Термометр биметаллический;73393-18;3023034;2022;-30;70;°С;36;20.07.2022;Годен;С-ДЛЮ/20-07-2022/171851904
ГП1;10С-1 №2;TG 01.1;БТ74.220;РОСМА;Термометр биметаллический ;73393-18;3022760;2021;-50;50;°С;36;20.07.2022;Годен;С-ДЛЮ/20-07-2022/171851891
ГП22;;;Т-52.211;РОСМА;Термометр биметаллический ;73393-18;2595026;2022;-30;70;°С;36;15.04.2022;Годен;С-ДЛЮ/15-04-2022/149145844
ГП30;;;ТСМУ 274-02-100М-100/I-0,5-H10-(-50…+100)°С-4-20мА-У1.1(-45...+70)°С-ГП ТУ 4211-003-12580824-2001;Метран ТСМУ;Термопреобразователь с унифицированным выходным сигналом;21968-11;2580962;2021;-50;100;°С;48;09.06.2021;Годен;С-БПМ/17-02-2022/134538136
ГП31;Блок емкости буферной 30Е-1/2;PG 11.4;;МП3-УфБСУХЛ1;Манометр показывающий;60168-15;2441504;2021;0;16;Па;24;22.04.2023;Годен;С-ГХЮ/22-04-2023/242764440
ГП31;Разделители, буферные емкости;б/н;;МП3-УфБСУХЛ1;Манометр показывающий;60168-15;2422104;2023;0;10;Па;24;22.04.2023;Годен;С-ГХЮ/22-04-2023/242764439
ГП4;Емкости аварийная и дренажная ВМР и конденсата;;;МП3-Уф;Манометр показывающий;60168-15;2422089;2022;0;6;Па;24;10.06.2022;Годен;С-ГГИ/10-06-2022/163035937
БКТП;;;;ТЛО-10;Трансформаторы тока ;25433-11;2150816;2021;5;3000;А;96;25.10.2022;Годен;С-БП/25-10-2022/196673836
ГП53;;б/н;ТМТБ4;РОСМА;Манометр показывающий (термоманометр );25913-08;2122016;2022;0/0;120/1;°С/Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198598
ГП53;;;ТМТБ4;РОСМА;Манометр показывающий (термоманометр );25913-08;2121969;2022;0/0;120/1;°С/Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198600
ГП53;;;ТМТБ4;РОСМА;Манометр показывающий (термоманометр );25913-08;2121968;2022;0/0;120/1;°С/Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198602
ГП53;;;ТМ3;РОСМА;Манометр показывающий;25913-08;2121828;2022;0;0,4;Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198603
ГП53;;;ТМ3;РОСМА;Манометр показывающий;25913-08;2121827;2022;0;0,4;Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198604
ГП53;;;ТМ3;РОСМА;Манометр показывающий;25913-08;2121687;2022;0;0,4;Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198615
ГП53;;;ТМ3;РОСМА;Манометр показывающий;25913-08;2121640;2022;0;0,4;Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198618
ГП53;;;ТМ3;РОСМА;Манометр показывающий;25913-08;2121639;2022;0;0,4;Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198614
ГП53;;;ТМ3;РОСМА;Манометр показывающий;25913-08;2121593;2022;0;0,4;Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198617
ГП53;;;ТМ3;РОСМА;Манометр показывающий;25913-08;2121592;2022;0;0,4;Па;24;19.09.2022;Годен;С-ГХЮ/19-09-2022/196198606
ГП304;Автоматизированный тепловой пункт №215-0153.3.10.4  дата изготовления 07.2021 Сертификат соответствия №РОСС RU.AB28.H20520;;Лайт М ЭРСВ-440Л В;Взлет;Расходомер-счетчик электромагнитный ;52856-13;2101300;2021;1;250;м^(3)/ч;48;20.09.2021;Годен;С-ДРХ/20-09-2021/95848369
ГП31;Блок емкости буферной 30Е-1/2;PG 11.2;;М-4ВУКсУХЛ1;Манометр показывающий;58474-19;2089164;2021;0;6;Па;24;22.04.2023;Годен;С-ГХЮ/22-04-2023/242764435 
ГП32;Блок насосов ШФЛУ 30Н-3/1;PG 23.5;4МПа-1-П.П.Пас;М-4ВУКсУХЛ1;Манометр показывающий ;10135-15 ;2061873;2021;0;4;Па;24;28.08.2023;Годен;С-БПМ/28-08-2023/274924551
ГП32;Блок насосов ШФЛУ 30Н-3/1;PG 23.2;16 МПа-1-П.П.Пас;М-4ВУКсУХЛ1;Манометр показывающий ;58474-19;2061871;2021;0;16;Па;24;26.01.2023;Годен;С-ГХЮ/26-01-2023/231918473 
ГП60;;б/н;;МВП3-УУХЛ1;Манометр показывающий;58474-19;2019917;2022;-1;0,6;кгс/см2;24;05.10.2022;Годен;С-ГХЮ/05-10-2022/199243587
ГП60;;б/н;;МВП3-УУХЛ1;Манометр показывающий;58474-19;2019916;2022;-1;0,6;кгс/см2;24;05.10.2022;Годен;С-ГХЮ/05-10-2022/199243588
ГП32;Блок насосов циркулирующей жидкости УСК 30Н-1/3;PG 21.3;4,0 МПа-1-П.П.Пас в;М-4ВУКсУХЛ1;Манометр показывающий;58474-14;1975848;2021;0;4;Па;24;02.05.2023;Годен;С-ГХЮ/02-05-2023/250222606
ГП32;Блок насосов циркулирующей жидкости УСК 30Н-1/3;PG 21.2;4,0 МПа-1-П.П.Пас в;М-4ВУКсУХЛ1;Манометр показывающий;58474-14;1975847;2021;0;4;Па;24;02.05.2023;Годен;С-ГХЮ/02-05-2023/250222607
ГП32;Блок насосов ШФЛУ 30Н-3/1;PG 23.3;4МПа-1-П.П.Пас;М-4ВУКсУХЛ1;Манометр показывающий ;58474-14;1975846;2021;0;4;Па;24;02.05.2023;Годен;С-ГХЮ/02-05-2023/250222604 
ГП32;Блок насосов циркулирующей жидкости УСК 30Н-1/3;PG 21.6;6,0 МПа-1-П.П.Пас в;М-4ВУКсУХЛ1;Манометр показывающий;58474-14;1975845;2021;0;6;Па;24;02.05.2023;Годен;С-ГХЮ/02-05-2023/250222603
ГП11;УКПГ-2. УКИРГ;;16,0 МПа;МП4-УУХЛ1;Манометры избыточного давления, вакуумметры и мановакуумметры показывающие;10135-15;1915673;2022;0;16;Па;24;03.10.2022;Годен;С-ГХЮ/03-10-2022/196620811
ГП34;;PDIT301;150CDR42G21AM4EMS5B4HR50;Метран 150CDR;Датчик давления ;32854-13;1704313;2021;0;100;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56250335
ГП34;;PIT108;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704305;2021;0;16;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56668567
ГП34;;PDIT102;150CDR42G21AM4EMS5B4HR50;Метран 150CDR;Датчик давления ;32854-13;1704297;2021;0;100;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56250046
ГП34;;PDIT101;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704289;2021;0;100;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56249706
ГП34;;PIT301;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704281;2021;0;1;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56664083
ГП34;;PIT107;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704273;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56262206
ГП34;;PIT106;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704265;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56308792
ГП34;;PIT105;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704257;2021;0;16;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56251753
ГП34;;PIT103;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704241;2021;0;6;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56664175
ГП34;;PIT102;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704233;2021;0;2,5;Па;60;14.04.2021;Годен;С-ДАВ/14-04-2021/56668923
ГП34;;PIT101;150TGR42G21AM4EMS5B4HR50; Метран 150TGR;Преобразователь давления;32854-13;1704225;2021;0;2,5;Па;60;13.04.2021;Годен;С-ДАВ/13-04-2021/56250971
ГП38;УКПГ-2. УКИР;PT 208;150TGR4(0…10 МПа); Метран 150TGR;Преобразователь давления;32854-13;1700066;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42993072
ГП38;УКПГ-2. УКИР;PT 204;150TGR4(0…10 МПа); Метран 150TGR;Преобразователь давления;32854-13;1700065;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42994157
ГП38;УКПГ-2. УКИР;PT 207;150TGR4(0…10 МПа); Метран 150TGR;Преобразователь давления;32854-13;1700064;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42991095
ГП38;УКПГ-2. УКИР;PT 201;150TGR4(0…10 МПа); Метран 150TGR;Преобразователь давления;32854-13;1700063;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42989034
ГП38;УКПГ-2. УКИР;PT 201;150TGR3(0…1,6 МПа); Метран 150TGR;Преобразователь давления;32854-13;1700053;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42936062
ГП38;УКПГ-2. УКИР;;150TGR3(0…1,6 МПа); Метран 150TGR;Преобразователь давления;32854-13;1700052;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42948647
ГП38;УКПГ-2. УКИР;PT 203;150TGR3(0…16 МПа) 2G 2 1 A IMS5 B4 Q4 PA T1; Метран 150TGR;Преобразователь давления;32854-13;1700051;2021;0;16;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42932230
ГП38;УКПГ-2. УКИР;PT101;150TGR3(0…1,6 МПа) 2G 2 1 A IMS5 B4 Q4 PA T1 QM; Метран 150TGR;Преобразователь давления;32854-13;1700050;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42932677
ГП38;УКПГ-2. УКИР;PT204;150TGR3(0…1,6 МПа) 2G 2 1 A IMS5 B4 Q4 PA T1 QM; Метран 150TGR;Преобразователь давления;32854-13;1700049;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42933397
ГП38;УКПГ-2. УКИР;;150TGR3(0…1,6 МПа) 2G 2 1 A IMS5 B4 Q4 PA T1 QM; Метран 150TGR;Преобразователь давления;32854-13;1700048;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42941554
ГП38;УКПГ-2. УКИР;PT 202;150TGR3(0…1,6 МПа) 2G 2 1 A IMS5 B4 Q4 PA T1 QM; Метран 150TGR;Преобразователь давления;32854-13;1700047;2021;0;1,6;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42931387
ГП38;УКПГ-2. УКИР;PDT102;"150CDR2 (0-63 кПа) с клапанным блоком 0104MT520104MW52B11 VC L3 дренаж 1/4"" NPT внутр.";Метран 150CDR;Датчик давления;32854-13;1700034;2021;0;63;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42939272
ГП38;УКПГ-2. УКИР;РDT301;"150CDR2 (0-63 кПа) с клапанным блоком 0104MT520104MW52B11 VC L3 дренаж 1/4"" NPT внутр.";Метран 150CDR;Датчик давления;32854-13;1700033;2021;0;63;Па;60;09.03.2021;Годен;С-ДАВ/09-03-2021/42928227
ГП49;Блок-бокс хранения пенообразователя;Т1;БТ5;РОСМА;Термометр биметаллический ;73393-18;1295118;2021;0;100;°С;36;05.10.2022;Годен;С-ГХЮ/05-10-2022/196198508
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;980821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766752
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;970821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766715
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;950821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766727
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;930821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766714
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;920821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766723
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;880821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766719
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;870821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766763
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;850821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766139
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;830821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766758
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;820821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766138
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;810821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766141
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;800821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766142
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;790821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766145
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;780821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767360
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;770821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766746
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;720821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766742
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;710821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767359
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;700821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766148
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;680821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766121
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;677050;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766702
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671538;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766662
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671520;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766218
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671519;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766175
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671518;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766659
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671517;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766178
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671516;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766167
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671514;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766180
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671513;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766160
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671512;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766182
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671511;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766704
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671509;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766233
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671497;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766172
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671495;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766166
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671483;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766170
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;671482;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766707
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;670821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767357
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;660821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766150
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;650821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766110
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;640821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766657
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;620821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767324
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;610821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766656
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;600821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766654
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;590821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766700
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;580821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767323
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;577581;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766216
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;577048;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766154
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;577045;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766671
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;577042;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196766703
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;570821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767322
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;560821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767321
БКТП;;;;МАК-ru;Трансформаторы тока измерительные;50244-18;550821;2022;5;6000;А;48;25.10.2022;Годен;С-БП/25-10-2022/196767320
